method,residual_column,nominal_coverage,topology,n_runs,n_pair_rows,coverage,coverage_ci_low,coverage_ci_high,coverage_error,abs_coverage_error,mean_interval_width_ns,interval_width_ci_low_ns,interval_width_ci_high_ns
ml_shuffled_target_control,resid_ml_shuffled_target_control,0.95,B2_containing,21,43956,0.948948948948949,0.9021391644726108,0.9685953875609504,-0.0010510510510509,0.0010510510510509,142.56435436643412,136.71834258935155,144.7606095335322
ml_shuffled_target_control,resid_ml_shuffled_target_control,0.95,all,21,65484,0.9497129069696414,0.903910438728458,0.9682801595210784,-0.0002870930303585,0.0002870930303585,98.60785065833436,93.08497249149914,101.4338149532137
ml_shuffled_target_control,resid_ml_shuffled_target_control,0.95,downstream_only,21,21528,0.9437476774433295,0.9126669717528406,0.9695203671515448,-0.0062523225566702,0.0062523225566702,16.952111264702715,16.476926613177977,17.314770493950913
mlp,resid_mlp,0.95,B2_containing,21,43956,0.948971698971699,0.909102220606346,0.967855895226234,-0.0010283010283009,0.0010283010283009,131.43900276394675,126.61398113264204,134.06088276234644
mlp,resid_mlp,0.95,all,21,65484,0.9510872884979537,0.9014330359475592,0.9693131212692478,0.0010872884979536,0.0010872884979536,89.30383715914724,84.17789000236215,91.70068051984536
mlp,resid_mlp,0.95,downstream_only,21,21528,0.9340393905611296,0.9075078346099896,0.9623937004311228,-0.0159606094388702,0.0159606094388702,11.436118420237714,11.279527312323998,11.616424959453958
pair_median,resid_pair_median,0.95,B2_containing,21,43956,0.9491309491309492,0.9054680193236084,0.9669228157933868,-0.0008690508690508,0.0008690508690508,143.0266841804566,137.78362337091596,145.59380519944827
pair_median,resid_pair_median,0.95,all,21,65484,0.9500641378046546,0.912851202449056,0.9690943939758524,6.413780465464036e-05,6.413780465464036e-05,99.51625795256352,94.1280433108782,102.50646374255682
pair_median,resid_pair_median,0.95,downstream_only,21,21528,0.9496934225195096,0.9415708364290226,0.9565588883677628,-0.0003065774804904,0.0003065774804904,7.354228149144459,7.322063444105762,7.385309052022187
pool_label_control,resid_pool_label_control,0.95,B2_containing,21,43956,0.9488806988806988,0.9037179148419734,0.9696378537877612,-0.001119301119301,0.001119301119301,125.34231652906948,120.16565137660751,127.59549693188464
pool_label_control,resid_pool_label_control,0.95,all,21,65484,0.9510720175920836,0.910119257666228,0.9672460556030515,0.0010720175920836,0.0010720175920836,87.36171347706542,83.28965330055523,89.16599411883462
pool_label_control,resid_pool_label_control,0.95,downstream_only,21,21528,0.9463024897807506,0.8786827495832875,0.9763523341661716,-0.0036975102192493,0.0036975102192493,32.33009679860092,31.916950382978456,32.5358113679681
ridge,resid_ridge,0.95,B2_containing,21,43956,0.9508827008827008,0.9303242813216596,0.9606252867355732,0.0008827008827009,0.0008827008827009,43.192873309118006,42.47068725587345,43.567008114774936
ridge,resid_ridge,0.95,all,21,65484,0.951010933968603,0.92888443637862,0.9602224413835262,0.001010933968603,0.001010933968603,39.62459900567711,39.05833121630442,39.88720418592607
ridge,resid_ridge,0.95,downstream_only,21,21528,0.9509011519881084,0.9305899053280492,0.9596172280410186,0.0009011519881085,0.0009011519881085,32.26749952739614,31.92201738990349,32.42860688143434
run_family_only_control,resid_run_family_only_control,0.95,B2_containing,21,43956,0.9491764491764492,0.9175152926268908,0.970210041502871,-0.0008235508235507,0.0008235508235507,142.2512228569933,137.33533880152723,144.8567468138265
run_family_only_control,resid_run_family_only_control,0.95,all,21,65484,0.9503542850161872,0.9128513172662112,0.9664157667559078,0.0003542850161871,0.0003542850161871,96.75415567182355,91.38254278099868,99.29549622865386
run_family_only_control,resid_run_family_only_control,0.95,downstream_only,21,21528,0.9510869565217392,0.9345622658904964,0.9589802525189212,0.0010869565217391,0.0010869565217391,11.196978440008664,11.112821951314084,11.242701390504248
support_gated_cnn_new,resid_support_gated_cnn_new,0.95,B2_containing,21,43956,0.9488124488124487,0.897674890059192,0.9677003651680376,-0.001187551187551,0.001187551187551,140.16292118003352,134.1695231051264,142.5684196615016
support_gated_cnn_new,resid_support_gated_cnn_new,0.95,all,21,65484,0.9502626595809665,0.908259853205981,0.9688945022260766,0.0002626595809663,0.0002626595809663,96.66523757391946,90.8967011219152,99.54405793971571
support_gated_cnn_new,resid_support_gated_cnn_new,0.95,downstream_only,21,21528,0.937476774433296,0.8920320209021053,0.975202651605974,-0.0125232255667038,0.0125232255667038,14.281665539479771,14.06388810162424,14.433438239521784
topology_only_control,resid_topology_only_control,0.95,B2_containing,21,43956,0.949017199017199,0.9065684344583904,0.9665859049092852,-0.0009828009828009,0.0009828009828009,144.6318439116399,138.94276280430122,147.36811498631192
topology_only_control,resid_topology_only_control,0.95,all,21,65484,0.9502779304868364,0.8968651513740531,0.9686722491486912,0.0002779304868365,0.0002779304868365,100.6576091043014,94.3283262932834,103.27462951202884
topology_only_control,resid_topology_only_control,0.95,downstream_only,21,21528,0.949600520252694,0.9451316604467884,0.9557121125426498,-0.0003994797473058,0.0003994797473058,11.007746531772955,10.954915154314062,11.061737128347032
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.95,B2_containing,21,43956,0.951041951041951,0.9249703707923744,0.9614334966140414,0.001041951041951,0.001041951041951,46.14742843196343,45.18376651059023,46.52848910693399
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.95,all,21,65484,0.951682853826889,0.9330109028977952,0.9613072217986388,0.001682853826889,0.001682853826889,40.65758322160906,40.011780989115614,40.93156983101484
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.95,downstream_only,21,21528,0.949368264585656,0.9321204814404316,0.9580229071546345,-0.000631735414344,0.000631735414344,31.84044561174132,31.440380779876328,32.16787831659922
waveform_only_mlp,resid_waveform_only_mlp,0.95,B2_containing,21,43956,0.948994448994449,0.8949568207925767,0.9686952794491372,-0.0010055510055509,0.0010055510055509,134.0505422783253,128.01059653603176,136.8049907574974
waveform_only_mlp,resid_waveform_only_mlp,0.95,all,21,65484,0.9503695559220572,0.9060744290219448,0.9687918445407676,0.0003695559220573,0.0003695559220573,93.19418885215568,87.79931263755532,95.76337017034082
waveform_only_mlp,resid_waveform_only_mlp,0.95,downstream_only,21,21528,0.9506224451876626,0.9299524061370787,0.9581662221390358,0.0006224451876626,0.0006224451876626,12.890987171927682,12.756595871328088,12.965861562314476
