stave,dropout_case,amp_bin_label,peak_region,method,n,charge_res68_abs_frac,charge_gain_vs_no_recovery,time_delta_vs_no_recovery_samples,tail_bias_median_frac,q_template_abs68_shift,pileup_score_abs68_shift,phase_harm_rate,net_harm_label_rate,catastrophic_rate,accepted_fraction,support_status
B4,leading_edge,1000_2000,late,ridge_residual,24,0.3593746196363675,0.028192495863842038,-0.04186865937756257,-0.09032360828581548,0.02512413088524885,0.05895479091297131,0.041666666666666664,0.041666666666666664,0.5833333333333334,1.0,accept
B4,peak_trailing,3000_5000,late,rising_edge_huber,24,0.038278088855661134,0.48544013114977796,0.0,-0.28176587704281797,0.08694979316183112,0.30696033072575085,0.0,0.0,0.20833333333333334,1.0,accept
B2,peak_trailing,1000_2000,late,rising_edge_huber,24,0.05096288673100387,0.48163271851045325,0.0,-0.27152175810820334,0.09008383560927559,0.3771905486334657,0.0,0.0,0.2916666666666667,1.0,accept
B6,peak_trailing,3000_5000,late,rising_edge_huber,24,0.11671382724867072,0.46584695696155376,0.0,-0.3161006343785331,0.07012346759461086,0.27898625763722756,0.0,0.0,0.2916666666666667,1.0,accept
B2,peak_trailing,3000_5000,late,rising_edge_huber,24,0.03963536772879334,0.4483100236707135,0.0,-0.2545558321067184,0.0751008061745969,0.2673996009658508,0.0,0.0,0.25,1.0,accept
B4,peak_trailing,2000_3000,late,rising_edge_huber,24,0.04897685146838826,0.4278054365121311,0.0,-0.16493740853190828,0.0718481248834092,0.3107390339059599,0.0,0.0,0.20833333333333334,1.0,accept
B6,peak_trailing,2000_3000,late,rising_edge_huber,24,0.1705975551974626,0.41362135821622786,0.0,-0.2627096415011248,0.12397851388053142,0.39154971102570135,0.0,0.0,0.375,1.0,accept
B6,peak_sample,2000_3000,late,rising_edge_huber,24,0.18504293625433246,0.3495902118833638,0.0,-0.09343338888890931,0.10714144348872995,0.39154971102570135,0.0,0.0,0.375,1.0,accept
B2,peak_sample,1000_2000,late,rising_edge_huber,24,0.033474960205150985,0.33865108203885164,0.0,-0.10694452250405756,0.04906221157758273,0.3771905486334657,0.0,0.0,0.2916666666666667,1.0,accept
B6,trailing_sample,2000_3000,late,rising_edge_huber,24,0.19863433526217625,0.33599881287552,0.0,-0.2090176397395147,0.10714144348872995,0.39154971102570135,0.0,0.0,0.375,1.0,accept
B2,trailing_sample,1000_2000,late,rising_edge_huber,24,0.04007847319508836,0.3320475690489143,0.0,-0.27152175810820334,0.04946968390349666,0.3771905486334657,0.0,0.0,0.25,1.0,accept
B2,peak_trailing,ge7000,late,rising_edge_huber,24,0.04841025716778211,0.3276055687211747,0.0,0.023150430087565704,0.03592153661256486,0.27529394134162627,0.0,0.0,0.25,1.0,accept
B2,leading_edge,1000_2000,late,rising_edge_huber,24,0.08046586360175169,0.32272972301057024,0.0,0.1724555190147367,0.07536784814225474,0.09638602684528007,0.0,0.0,0.20833333333333334,1.0,accept
B2,peak_trailing,2000_3000,late,rising_edge_huber,24,0.028784984274462928,0.32117357337583785,0.0,-0.14489545627293415,0.044221755504552145,0.2183746222841047,0.0,0.0,0.0,1.0,accept
B6,peak_sample,3000_5000,late,rising_edge_huber,24,0.04646878861118292,0.3109612201084707,0.0,-0.10429406967926162,0.035153433873806705,0.30904244672975867,0.0,0.0,0.20833333333333334,1.0,accept
B2,peak_sample,3000_5000,late,rising_edge_huber,24,0.02042800562584392,0.30693959627777073,0.0,-0.05746361059778776,0.04030115147969713,0.2879846225457042,0.0,0.0,0.125,1.0,accept
B4,leading_edge,2000_3000,late,rising_edge_huber,24,0.04163921292796279,0.30246769375423793,0.0,0.1281474564413607,0.02736593667041419,0.05910808588032797,0.0,0.0,0.125,1.0,accept
B6,trailing_sample,3000_5000,late,rising_edge_huber,24,0.03057533132845694,0.300096370428778,0.0,-0.21998084166478363,0.01928484404100746,0.34619343963088905,0.0,0.0,0.20833333333333334,1.0,accept
B6,peak_trailing,1000_2000,early,rising_edge_huber,24,0.029737363602756223,0.2975464953684708,0.0,0.11408012272483059,0.04453118328403297,0.22960373672298723,0.0,0.0,0.0,1.0,accept
B2,peak_trailing,5000_7000,late,rising_edge_huber,24,0.05057044003010757,0.29268727821972057,0.0,0.08218148548465024,0.07704748600616487,0.23829281963062493,0.0,0.0,0.20833333333333334,1.0,accept
B6,peak_trailing,1000_2000,late,rising_edge_huber,24,0.36143493531343235,0.2899848545467891,0.0,-0.3096375884733411,0.05298839714076652,0.3736897560633661,0.0,0.0,0.4166666666666667,1.0,accept
B4,peak_trailing,1000_2000,early,rising_edge_huber,24,0.03199382354833395,0.28411322955376267,0.0,0.10259268980408522,0.03197372858110791,0.20417862408584705,0.0,0.0,0.0,1.0,accept
B6,peak_sample,1000_2000,late,rising_edge_huber,24,0.37255657565438693,0.2788632142058345,0.0,-0.3096375884733411,0.03996226061868181,0.3736897560633661,0.0,0.0,0.4166666666666667,1.0,accept
B4,peak_sample,3000_5000,late,rising_edge_huber,24,0.02915092392114749,0.27726103779972333,0.0,-0.03508693755342013,0.07167285350551827,0.29041182098370827,0.0,0.0,0.20833333333333334,1.0,accept
B6,trailing_sample,1000_2000,late,rising_edge_huber,24,0.3830207268526526,0.2683990630075688,0.0,-0.3096375884733411,0.0381035869596024,0.3736897560633661,0.0,0.0,0.4166666666666667,1.0,accept
B6,peak_trailing,2000_3000,early,rising_edge_huber,24,0.010498480401496618,0.2648803931967221,0.0,-0.005822239358366732,0.07572163145619523,0.20603384064656619,0.0,0.0,0.0,1.0,accept
B2,peak_trailing,2000_3000,early,rising_edge_huber,24,0.014088078794387868,0.263598956309434,0.0,0.034166411457930285,0.13417337707407961,0.19239866922649837,0.0,0.0,0.0,1.0,accept
B6,peak_trailing,1000_2000,central,rising_edge_huber,24,0.01927621784538734,0.2631098304595684,0.0,0.1650936669111463,0.05022552263536771,0.19771629339714572,0.0,0.0,0.0,1.0,accept
B6,peak_trailing,2000_3000,central,rising_edge_huber,24,0.016601573627595602,0.2611945055273207,0.0,0.15806007106526035,0.13777034351112372,0.19679961800392873,0.0,0.0,0.0,1.0,accept
B2,peak_trailing,1000_2000,central,rising_edge_huber,24,0.01841458253256888,0.26004275106594216,0.0,0.16952027206514017,0.05843732196177505,0.21810714319041014,0.0,0.0,0.0,1.0,accept
B2,peak_trailing,2000_3000,central,rising_edge_huber,24,0.015917112226735086,0.25823101999034076,0.0,0.1682444297844281,0.19730578214727254,0.20477903009032095,0.0,0.0,0.0,1.0,accept
B4,peak_trailing,2000_3000,central,rising_edge_huber,24,0.01261688561223635,0.25232993945551263,0.0,0.16874712371555622,0.15725632686064625,0.21674375789222552,0.0,0.0,0.0,1.0,accept
B4,peak_trailing,1000_2000,central,rising_edge_huber,24,0.020664224174641154,0.24940086359041902,0.0,0.15261994615668517,0.023938907109777172,0.19029730210634618,0.0,0.0,0.0,1.0,accept
B4,peak_trailing,2000_3000,early,rising_edge_huber,24,0.01962171208232995,0.24797530239101637,0.0,0.15713760259916493,0.10625209861098367,0.2059705003645351,0.0,0.0,0.0,1.0,accept
B4,peak_trailing,1000_2000,late,rising_edge_huber,24,0.4906038248918413,0.24212056207515142,0.0,-0.5850433601570364,0.04541135642537157,0.4543357158076555,0.0,0.0,0.5833333333333334,1.0,accept
B4,peak_sample,2000_3000,late,rising_edge_huber,24,0.025320655748239086,0.24163571629528016,0.0,-0.08079116236299091,0.03363954838095434,0.18984494567658672,0.0,0.0,0.20833333333333334,1.0,accept
B2,trailing_sample,3000_5000,late,rising_edge_huber,24,0.031384994051589093,0.23554754111606116,0.0,-0.18652568116791066,0.016896348401925384,0.340667316467509,0.0,0.0,0.16666666666666666,1.0,accept
B2,leading_edge,3000_5000,late,rising_edge_huber,24,0.05566118839083883,0.23472745914897314,0.0,0.09845512389906258,0.04383235153010342,0.05962377542245447,0.0,0.0,0.125,1.0,accept
B4,leading_edge,3000_5000,late,rising_edge_huber,24,0.07006132340912877,0.2334416715307762,0.0,0.09594151690407286,0.05556385514142388,0.06930828656508478,0.0,0.0,0.16666666666666666,1.0,accept
B4,peak_sample,1000_2000,late,rising_edge_huber,24,0.49947578072517773,0.23324860624181498,0.0,-0.5850433601570364,0.034845554053641974,0.4543357158076555,0.0,0.0,0.625,1.0,accept
B4,trailing_sample,3000_5000,late,rising_edge_huber,24,0.03802581666036178,0.23242454460503745,0.0,-0.1646536242019676,0.0627417677664647,0.39712475164409405,0.0,0.0,0.20833333333333334,1.0,accept
B4,trailing_sample,2000_3000,late,rising_edge_huber,24,0.036519306283068494,0.2280109354971218,0.0,-0.16987442851200996,0.03748894054890251,0.19015481589333874,0.0,0.0,0.25,1.0,accept
B4,trailing_sample,1000_2000,late,rising_edge_huber,24,0.5078232442663696,0.2249011427006231,0.0,-0.5850433601570364,0.03795643150310418,0.4543357158076555,0.0,0.0,0.625,1.0,accept
B4,leading_edge,1000_2000,central,rising_edge_huber,24,0.01996177429551504,0.21898362471172128,0.0,0.13128664538128143,0.04422658912481327,0.06489770597688999,0.0,0.0,0.0,1.0,accept
B6,leading_edge,1000_2000,central,rising_edge_huber,24,0.029670444444488586,0.21673464324895095,0.0,0.1362035785867139,0.031381131822337226,0.06660681080094528,0.0,0.0,0.0,1.0,accept
B2,leading_edge,2000_3000,late,rising_edge_huber,24,0.02888903081010762,0.2161890185244415,0.0,0.11396293153485684,0.02970275910775165,0.0506412077480096,0.0,0.0,0.0,1.0,accept
B2,peak_trailing,3000_5000,central,rising_edge_huber,24,0.02828945796044552,0.21562385904214787,0.0,0.16612290483474812,0.22472769302494866,0.2024284086020117,0.0,0.0,0.0,1.0,accept
B6,peak_trailing,3000_5000,central,rising_edge_huber,24,0.03228588458930886,0.21424783425528765,0.0,-0.2093966584713086,0.19669125051800998,0.1902144618025854,0.0,0.0,0.0,1.0,accept
B4,peak_trailing,3000_5000,central,rising_edge_huber,24,0.02326902010105078,0.20821125637159563,0.0,-0.017047019231260896,0.1992673130553261,0.20026669221004245,0.0,0.0,0.0,1.0,accept
B2,peak_trailing,3000_5000,early,rising_edge_huber,24,0.015800194182151756,0.20578746241827933,0.0,-0.23802831082296627,0.20481705278232754,0.2188222640399071,0.0,0.0,0.0,1.0,accept
B8,peak_trailing,3000_5000,central,rising_edge_huber,24,0.0198491764284145,0.20553430532249484,0.0,0.03189381746677697,0.2057245300165151,0.18652606957330609,0.0,0.0,0.0,1.0,accept
B2,peak_trailing,5000_7000,central,rising_edge_huber,24,0.01980070846956575,0.2050612686127633,0.0,0.18206199291713587,0.2314181163365267,0.2108301663660349,0.0,0.0,0.041666666666666664,1.0,accept
B6,peak_trailing,3000_5000,early,rising_edge_huber,24,0.021504154019007307,0.2023616249054323,0.0,-0.24122986153847747,0.13397603391113033,0.21798556791331686,0.0,0.0,0.0,1.0,accept
B2,leading_edge,1000_2000,central,rising_edge_huber,24,0.01930391948852538,0.20157750657312717,0.0,0.13148958593587928,0.007247911721442581,0.06456450292959323,0.0,0.0,0.0,1.0,accept
B4,peak_trailing,3000_5000,early,rising_edge_huber,24,0.01827179255894818,0.2011054254553692,0.0,-0.2317187995221773,0.11657082764958279,0.23336861117375057,0.0,0.0,0.0,1.0,accept
B4,leading_edge,2000_3000,central,rising_edge_huber,24,0.029231420883634767,0.20014465396957068,0.0,0.1285586766401513,0.14730717688986608,0.06559485003151558,0.0,0.0,0.0,1.0,accept
B2,leading_edge,2000_3000,central,rising_edge_huber,24,0.023403681751557,0.19888475303995903,0.0,0.13093685037786426,0.15682353557711612,0.06619681452189623,0.0,0.0,0.0,1.0,accept
B2,peak_trailing,ge7000,central,rising_edge_huber,24,0.04972032496236814,0.19780045949865271,0.0,0.18758282386086716,0.15321693426307198,0.19024498436059561,0.0,0.0,0.20833333333333334,1.0,accept
B6,leading_edge,2000_3000,central,rising_edge_huber,24,0.030129807428538165,0.19133211264370834,0.0,0.12491221958131188,0.11841442998495957,0.06556672183280272,0.0,0.0,0.0,1.0,accept
B2,peak_trailing,ge7000,early,rising_edge_huber,24,0.05568115639643556,0.19116778815001456,0.0,0.17334212023293843,0.24407268501883025,0.1825930653583314,0.0,0.0,0.3333333333333333,1.0,accept
B2,peak_sample,5000_7000,late,rising_edge_huber,24,0.018602539217775133,0.19048476741696532,0.0,0.01723107989997285,0.034207462368276265,0.19032045709725165,0.0,0.0,0.0,1.0,accept
B2,peak_trailing,5000_7000,early,rising_edge_huber,24,0.04348754263848311,0.18454884549940412,0.0,-0.010378203383426654,0.2690541469986417,0.13022566419153284,0.0,0.0,0.16666666666666666,1.0,accept
B6,leading_edge,1000_2000,early,rising_edge_huber,24,0.017082812030942997,0.18398383230484064,0.0,0.08127400720770922,0.05719608648148449,0.05444186274046637,0.0,0.0,0.0,1.0,accept
B4,leading_edge,2000_3000,early,rising_edge_huber,24,0.021355224809795702,0.1836072151637552,0.0,0.11567537584735077,0.08704923733869062,0.06606013461831778,0.0,0.0,0.0,1.0,accept
B2,peak_sample,ge7000,late,rising_edge_huber,24,0.02121315868526383,0.1830469306496166,0.0,-0.0516345128846539,0.020524284078251773,0.19787845352021133,0.0,0.0,0.125,1.0,accept
B6,leading_edge,2000_3000,late,rising_edge_huber,24,0.16693109384249302,0.1809147905640264,0.0,0.13479203963587244,0.016213685006625914,0.10325262612801064,0.0,0.0,0.2916666666666667,1.0,accept
B4,leading_edge,1000_2000,early,rising_edge_huber,24,0.017769647179508272,0.1703779724166289,0.0,0.07421865493737922,0.06537929428035051,0.04628239520546428,0.0,0.0,0.0,1.0,accept
B6,peak_sample,1000_2000,early,rising_edge_huber,24,0.008153716773026955,0.16921647831053072,0.0,-0.02631257627829925,0.02051065918869882,0.04377012742654209,0.0,0.0,0.0,1.0,accept
B6,leading_edge,3000_5000,late,rising_edge_huber,24,0.14650705830792135,0.1610054138962946,0.0,0.11852065433592332,0.03292248334703502,0.06075831104947884,0.0,0.0,0.16666666666666666,1.0,accept
B2,peak_sample,2000_3000,late,rising_edge_huber,24,0.01920716609898078,0.16060650110008495,0.0,-0.07723036232974553,0.025825883729461197,0.15596784061870939,0.0,0.0,0.0,1.0,accept
B2,leading_edge,ge7000,late,rising_edge_huber,24,0.05962322416691707,0.1601999992064161,0.0,0.07360814088538004,0.026639140354504206,0.044725188257788505,0.0,0.0,0.125,1.0,accept
B2,leading_edge,2000_3000,early,rising_edge_huber,24,0.018613154818565642,0.15557273180432113,0.0,0.10674771790884141,0.0566336766939477,0.061739180741770566,0.0,0.0,0.0,1.0,accept
B4,peak_sample,1000_2000,early,rising_edge_huber,24,0.013678520947480587,0.1527225103085675,0.0,0.09270072483527414,0.028222791762734362,0.170220021670346,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,2000_3000,late,rising_edge_huber,24,0.009763921183415037,0.14466902719341385,0.0,-0.10779530737555504,0.03259852354234037,0.02533033875551058,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,1000_2000,early,rising_edge_huber,24,0.007771024520371783,0.1418403596142388,0.0,-0.07667143426148045,0.008029153309240736,0.03724195077577458,0.0,0.0,0.0,1.0,accept
B2,leading_edge,5000_7000,late,rising_edge_huber,24,0.07276890078612046,0.14164269286737674,0.0,0.0649853291035996,0.05626960500952596,0.040521376222098636,0.0,0.0,0.041666666666666664,1.0,accept
B2,leading_edge,3000_5000,central,rising_edge_huber,24,0.02753433828499671,0.14020021121287596,0.0,0.10805579663784792,0.15488537561032073,0.06452508597505227,0.0,0.0,0.0,1.0,accept
B6,peak_sample,2000_3000,early,rising_edge_huber,24,0.004494745275911095,0.13944226724691403,0.0,-0.05313284613296318,0.05316493863652498,0.17588812992005312,0.0,0.0,0.0,1.0,accept
B2,peak_sample,2000_3000,early,rising_edge_huber,24,0.006966263817319766,0.13920449590811132,0.0,-0.025141590687161902,0.060039722526724584,0.13544585743534626,0.0,0.0,0.0,1.0,accept
B6,leading_edge,2000_3000,early,rising_edge_huber,24,0.014355790552441187,0.13676762907862294,0.0,0.07749290367445522,0.07854985279771068,0.06589368756133951,0.0,0.0,0.0,1.0,accept
B6,peak_sample,1000_2000,central,rising_edge_huber,24,0.014136989878957252,0.13214016535308737,0.0,0.22034583365367263,0.02288306576836977,0.16858351797735002,0.0,0.0,0.0,1.0,accept
B2,peak_trailing,1000_2000,early,rising_edge_huber,24,0.05989677652892195,0.1300890843256199,0.0,0.006826607996423842,0.02352206914540217,0.04583189914069197,0.0,0.0,0.08333333333333333,1.0,accept
B4,peak_sample,2000_3000,early,rising_edge_huber,24,0.007800079856647876,0.130079902821574,0.0,-0.05571892944638904,0.0430190736630511,0.15211706733917138,0.0,0.0,0.0,1.0,accept
B2,peak_sample,2000_3000,central,rising_edge_huber,24,0.011817131972338604,0.1296232962164098,0.0,-0.05260389006177971,0.12614226778186177,0.16526313958704272,0.0,0.0,0.0,1.0,accept
B6,peak_sample,2000_3000,central,rising_edge_huber,24,0.012081166830817117,0.12945228505705983,0.0,-0.05564359379150413,0.0852914694388847,0.13963989360118628,0.0,0.0,0.0,1.0,accept
B8,leading_edge,3000_5000,central,rising_edge_huber,24,0.03193964166421248,0.128549113497254,0.0,0.09388479524759713,0.15161049026271312,0.056808256408850746,0.0,0.0,0.0,1.0,accept
B2,leading_edge,5000_7000,central,rising_edge_huber,24,0.01907506883239379,0.12829412704800722,0.0,0.09929857075165299,0.17202614135389419,0.06198889735019212,0.0,0.0,0.0,1.0,accept
B6,leading_edge,3000_5000,central,rising_edge_huber,24,0.03267146609606152,0.1276169611343116,0.0,0.10636023394654354,0.14341635978222106,0.06035661466589065,0.0,0.0,0.0,1.0,accept
B2,leading_edge,1000_2000,early,rising_edge_huber,24,0.03714934479510601,0.12705160031664156,0.0,0.039978285850096315,0.02123092638688623,0.03647893400853586,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,1000_2000,early,rising_edge_huber,24,0.0056837816186228705,0.12343326919833997,0.0,-0.08005049152514745,0.012046274663738026,0.02275980013983608,0.0,0.0,0.0,1.0,accept
B4,peak_sample,2000_3000,central,rising_edge_huber,24,0.01375112835206348,0.1218539917121471,0.0,-0.05495111794711793,0.10621770908870314,0.14864866740032856,0.0,0.0,0.0,1.0,accept
B2,peak_sample,1000_2000,early,rising_edge_huber,24,0.03418382158624797,0.12157720676147357,0.0,0.0,0.018573792487628058,0.04278669742555263,0.0,0.0,0.041666666666666664,1.0,accept
B4,peak_sample,1000_2000,central,rising_edge_huber,24,0.017516508181226152,0.12153642041060997,0.0,0.20609335836192866,0.013310591393988784,0.15978737198240323,0.0,0.0,0.0,1.0,accept
B2,peak_sample,1000_2000,central,rising_edge_huber,24,0.021023482135279468,0.1213185925877491,0.0,-0.06184365584296794,0.024855683421478713,0.0642689177062744,0.0,0.0,0.0,1.0,accept
B4,leading_edge,3000_5000,central,rising_edge_huber,24,0.03363867540106792,0.12032519101835489,0.0,0.08893681756266059,0.11934897675872747,0.05854699620929575,0.0,0.0,0.0,1.0,accept
B2,peak_sample,3000_5000,central,rising_edge_huber,24,0.007016884121548745,0.11952718561341605,0.0,0.08955055340205953,0.15112584439425308,0.14043833265612393,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,1000_2000,central,rising_edge_huber,24,0.00488255762025285,0.11866058150302226,0.0,-0.07183316050505467,0.04702089485821944,0.013157765624253415,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,2000_3000,central,rising_edge_huber,24,0.006482062039321445,0.11746602023691094,0.0,-0.06814352992100989,0.0517842666143645,0.013376631129362338,0.0,0.0,0.0,1.0,accept
B2,peak_sample,ge7000,central,rising_edge_huber,24,0.018304909031307517,0.11719012024242306,0.0,0.20669111283785485,0.10038709849065341,0.1901366930209831,0.0,0.0,0.041666666666666664,1.0,accept
B2,trailing_sample,2000_3000,central,rising_edge_huber,24,0.0028279477659454767,0.11667548665573528,0.0,-0.06755572205315147,0.06633081336955463,0.007521650900531576,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,1000_2000,central,rising_edge_huber,24,0.004072863460045339,0.11512885852612627,0.0,-0.07088739390478918,0.02615528069715002,0.01168677583559717,0.0,0.0,0.0,1.0,accept
B2,peak_sample,5000_7000,central,rising_edge_huber,24,0.006887560181510006,0.11492408371232427,0.0,0.1918068274229237,0.160093051425008,0.17599784945976238,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,2000_3000,early,rising_edge_huber,24,0.007593869300149565,0.11471745630280565,0.0,-0.06322380590542864,0.06737832226787256,0.01224210099086703,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,1000_2000,central,rising_edge_huber,24,0.00418293326573778,0.11467621657242534,0.0,-0.0726197570385157,0.014915205571089957,0.01717674861679886,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,2000_3000,early,rising_edge_huber,24,0.012754257075004157,0.1140958622363466,0.0,-0.06624610290021613,0.04935696248091812,0.034518767852085165,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,2000_3000,central,rising_edge_huber,24,0.0036722104841375564,0.11342029670061261,0.0,-0.06588031927743085,0.0660343586788571,0.014124589184940835,0.0,0.0,0.0,1.0,accept
B8,peak_sample,3000_5000,central,rising_edge_huber,24,0.00415879930351598,0.11327625529028541,0.0,0.07737364932049615,0.1306339286472188,0.15134731611767904,0.0,0.0,0.0,1.0,accept
B6,peak_sample,3000_5000,central,rising_edge_huber,24,0.01290987506402677,0.11285491426417002,0.0,-0.1881913781056766,0.13041068795836655,0.14544249423584807,0.0,0.0,0.0,1.0,accept
B2,leading_edge,ge7000,central,rising_edge_huber,24,0.04852979997542937,0.11246321661267789,0.0,0.09339712779570453,0.15446739531498074,0.06435154336448444,0.0,0.0,0.08333333333333333,1.0,accept
B2,trailing_sample,5000_7000,late,rising_edge_huber,24,0.03138702652532067,0.11175953121961618,0.0,-0.08601902159223894,0.01903696079845776,0.11217759190634995,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,3000_5000,central,rising_edge_huber,24,0.0075287492064841244,0.11162415418898282,0.0,-0.04664903288046962,0.11958400688770858,0.03748736033522397,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,2000_3000,early,rising_edge_huber,24,0.010020295999445462,0.11115203499567888,0.0,-0.06333784571050738,0.06446099687898518,0.01963852350165926,0.0,0.0,0.0,1.0,accept
B4,peak_sample,3000_5000,central,rising_edge_huber,24,0.00837931328517199,0.11087949321868698,0.0,-0.008714222267308003,0.1176658936029604,0.15089336974892512,0.0,0.0,0.0,1.0,accept
B2,peak_sample,3000_5000,early,rising_edge_huber,24,0.009333409483665078,0.11050012674697757,0.0,-0.011465068351780183,0.1281434712249707,0.13940837180676982,0.0,0.0,0.0,1.0,accept
B6,trailing_sample,3000_5000,central,rising_edge_huber,24,0.005749471159228572,0.10986572541978494,0.0,-0.04762095081327994,0.11295696784913717,0.040312203794447214,0.0,0.0,0.0,1.0,accept
B2,peak_sample,ge7000,early,rising_edge_huber,24,0.022700404556877784,0.10857203342152695,0.0,-0.00017400858272953457,0.1442259179361953,0.16803942954550496,0.0,0.0,0.041666666666666664,1.0,accept
B6,peak_sample,3000_5000,early,rising_edge_huber,24,0.010744943084464154,0.10770364283436501,0.0,-0.01682308124219195,0.06446702913556276,0.1410611853644437,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,1000_2000,early,rising_edge_huber,24,0.016049231675828817,0.10699815405705893,0.0,-0.060545266277504686,0.01317265558678039,0.020058570081264195,0.0,0.0,0.0,1.0,accept
B6,leading_edge,3000_5000,early,rising_edge_huber,24,0.018868473093970675,0.10356008116684694,0.0,0.0750391878253886,0.08376742509225693,0.047580738372490154,0.0,0.0,0.0,1.0,accept
B4,peak_sample,3000_5000,early,rising_edge_huber,24,0.008818504586895896,0.1034237803117682,0.0,-0.012854211992948728,0.05984473096840896,0.13172083733596557,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,3000_5000,central,rising_edge_huber,24,0.0046867182955126225,0.10177814150308756,0.0,-0.03954844977371447,0.11384050122012371,0.04025392363289779,0.0,0.0,0.0,1.0,accept
B2,peak_sample,5000_7000,early,rising_edge_huber,24,0.0189894015998626,0.09958033973765557,0.0,-0.0062356756996740925,0.15147774528466115,0.03255542473057131,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,ge7000,late,rising_edge_huber,24,0.033557871963039276,0.09932634347660524,0.0,-0.08312400287927144,0.012958544509638917,0.054282333141041486,0.0,0.0,0.16666666666666666,1.0,accept
B6,trailing_sample,3000_5000,early,rising_edge_huber,24,0.0059166989111492764,0.09559137581430271,0.0,-0.035743458251775384,0.07834825128070545,0.041102907504935296,0.0,0.0,0.0,1.0,accept
B8,trailing_sample,3000_5000,central,rising_edge_huber,24,0.0040329555371915946,0.09283919392196927,0.0,-0.03933674689468053,0.12073541288794727,0.038154311478285845,0.0,0.0,0.0,1.0,accept
B4,trailing_sample,3000_5000,early,rising_edge_huber,24,0.0032126568177721177,0.09238952573710352,0.0,-0.03165829132941195,0.08213502090356836,0.04015678793336544,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,3000_5000,early,rising_edge_huber,24,0.005662759606241386,0.09197182570149184,0.0,-0.03267888514156159,0.10184714021873995,0.0393575360837144,0.0,0.0,0.0,1.0,accept
B2,leading_edge,3000_5000,early,rising_edge_huber,24,0.030278422240228163,0.08940839756454166,0.0,0.07011530057609144,0.04694053426415829,0.0476825208165279,0.0,0.0,0.0,1.0,accept
B2,leading_edge,ge7000,early,rising_edge_huber,24,0.04200340830401888,0.08783480642140612,0.0,0.07198000751736394,0.09600148811595006,0.05126444552611118,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,ge7000,early,rising_edge_huber,24,0.005762025059783993,0.08382720223756665,0.0,-0.03135688216272309,0.09747554521559731,0.02501085852237983,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,5000_7000,early,rising_edge_huber,24,0.005877960770937249,0.08194203902947571,0.0,-0.0287190374354217,0.09840040820249925,0.030380941382040522,0.0,0.0,0.0,1.0,accept
B4,leading_edge,3000_5000,early,rising_edge_huber,24,0.027176599444209422,0.07953816152359741,0.0,0.06656034162733088,0.06901306274486473,0.039969178393944114,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,5000_7000,central,rising_edge_huber,24,0.0073046561136273554,0.07544620351711868,0.0,-0.030845858748360988,0.10291075140957195,0.03158212926877328,0.0,0.0,0.0,1.0,accept
B2,trailing_sample,ge7000,central,rising_edge_huber,24,0.008207300715364692,0.0725292692664114,0.0,-0.034315606181646974,0.060519462400912646,0.02822291559776849,0.0,0.0,0.0,1.0,accept
B2,leading_edge,5000_7000,early,rising_edge_huber,24,0.04180555794607162,0.05474595461811639,0.0,0.06467484395003908,0.04510735492297731,0.03996504935456926,0.0,0.0,0.0,1.0,accept
B2,peak_trailing,1000_2000,central,cnn_inpaint,24,0.010841129564157911,0.26761620403435316,-0.012800544578091044,-0.0016344117991699825,0.009114368067581338,0.014250073621147928,0.08333333333333333,0.08333333333333333,0.0,1.0,harm_watch
B2,peak_sample,5000_7000,central,cnn_inpaint,24,0.011806360069082297,0.11000528382475197,-0.023608226069374502,0.0005912709017529827,0.006765349021121716,0.01071308410512441,0.08333333333333333,0.08333333333333333,0.0,1.0,harm_watch
B6,peak_trailing,2000_3000,late,cnn_inpaint,24,0.10137361794193704,0.4828452954717534,-0.13798101758153172,0.008602670470246515,0.01801848641808526,0.03178688903888427,0.125,0.125,0.25,1.0,harm_watch
B2,leading_edge,ge7000,early,cnn_inpaint,24,0.05318027259861448,0.07665794212681053,-0.7398922898939826,-0.004374887512885783,0.04040225042222111,0.02356268732354003,0.125,0.125,0.041666666666666664,1.0,harm_watch
B2,leading_edge,ge7000,central,cnn_inpaint,24,0.05354753478271161,0.10744548180539563,-1.196530426168454,-0.004103471788409474,0.061002065794018914,0.03232631006391853,0.20833333333333334,0.20833333333333334,0.08333333333333333,1.0,harm_watch
