method,baseline,n_events,n_pair_residuals,sigma68_ns,ci_low,ci_high,full_rms_ns,delta_vs_baseline_ns,delta_ci_low,delta_ci_high,heldout_run,train_runs
cnn_run_only,analytic_timewalk,933,2799,2.1299643935400336,1.9845489151817721,2.210510707443413,3.008059720087321,0.0,0.0,0.0,61,"58,59,60,62,63,65"
mlp_run_only,analytic_timewalk,933,2799,2.1299643935400336,1.9845489151817721,2.210510707443413,3.008059720087321,0.0,0.0,0.0,61,"58,59,60,62,63,65"
mlp_shuffled_target,analytic_timewalk,933,2799,2.13997376358332,2.007717951457391,2.221522466595343,3.0200953005821063,0.010009370043286392,-0.009152823503248773,0.03687127992387709,61,"58,59,60,62,63,65"
cnn_shuffled_target,analytic_timewalk,933,2799,2.2418375093593355,2.1624186512173114,2.365511226725989,3.0926813877997135,0.11187311581930182,0.10172635898369119,0.1885158173704613,61,"58,59,60,62,63,65"
mlp_true_waveform,analytic_timewalk,807,2421,1.1227474201615755,1.0636588997396321,1.183387546230871,2.3901322369308233,-0.3462574522683286,-0.41213750266433063,-0.27257670124717687,62,"58,59,60,61,63,65"
cnn_phase_scrambled,analytic_timewalk,807,2421,1.2842900494736658,1.2369286365373047,1.3388331570972578,2.464164278532224,-0.1847148229562383,-0.24507034617510579,-0.11307805071350945,62,"58,59,60,61,63,65"
cnn_true_waveform,analytic_timewalk,807,2421,1.2937810917914971,1.2295653450416022,1.3381590902280558,2.470823508591529,-0.17522378063840693,-0.2476439476558839,-0.10936468769117694,62,"58,59,60,61,63,65"
cnn_amplitude_only,analytic_timewalk,807,2421,1.3025687116057427,1.2233872583879153,1.3687034835532002,2.475689856024248,-0.16643616082416135,-0.2528027740385512,-0.08598212229209583,62,"58,59,60,61,63,65"
cnn_sample_permuted,analytic_timewalk,807,2421,1.3197274064207243,1.2645500923635726,1.3722593042811355,2.4756945242163866,-0.1492774660091798,-0.2187630173857445,-0.07548636227911566,62,"58,59,60,61,63,65"
mlp_amplitude_only,analytic_timewalk,807,2421,1.3229278673632905,1.2515809596064071,1.3813240076510573,2.4858341283138565,-0.14607700506661359,-0.22554821060058214,-0.07009515194484638,62,"58,59,60,61,63,65"
mlp_phase_scrambled,analytic_timewalk,807,2421,1.3639813972933403,1.301258938271089,1.43819366488705,2.493422897753098,-0.10502347513656374,-0.17384346136055848,-0.023783847800281484,62,"58,59,60,61,63,65"
mlp_sample_permuted,analytic_timewalk,807,2421,1.375684359434767,1.303500360562378,1.4532769982697362,2.5038437772513764,-0.0933205129951371,-0.16633973754247303,-0.0019961474332717997,62,"58,59,60,61,63,65"
analytic_timewalk,analytic_timewalk,807,2421,1.469004872429904,1.4057681056780562,1.517141317821777,2.5841895829635635,0.0,0.0,0.0,62,"58,59,60,61,63,65"
cnn_run_only,analytic_timewalk,807,2421,1.469004872429904,1.4057681056780562,1.517141317821777,2.5841895829635635,0.0,0.0,0.0,62,"58,59,60,61,63,65"
mlp_run_only,analytic_timewalk,807,2421,1.469004872429904,1.4057681056780562,1.517141317821777,2.5841895829635635,0.0,0.0,0.0,62,"58,59,60,61,63,65"
mlp_shuffled_target,analytic_timewalk,807,2421,1.4762264465391737,1.423649639423292,1.5281822097930493,2.583503894327482,0.007221574109269602,-0.003508758951908508,0.027680193940205718,62,"58,59,60,61,63,65"
cnn_shuffled_target,analytic_timewalk,807,2421,1.5332298982052983,1.4600591947562531,1.5919333450314583,2.6217399080683648,0.06422502577539424,0.038917747016002605,0.0846194520445238,62,"58,59,60,61,63,65"
cnn_true_waveform,analytic_timewalk,370,1110,1.1128018196425769,1.0142842172851327,1.2557710873669619,2.464531197468226,-0.27851964101100113,-0.38837168115491266,-0.13806644492673129,63,"58,59,60,61,62,65"
mlp_true_waveform,analytic_timewalk,370,1110,1.2150212241857061,1.1189449377659344,1.3078359184826454,2.4486001005896036,-0.17630023646787185,-0.28658983181450554,-0.05822476840506721,63,"58,59,60,61,62,65"
cnn_amplitude_only,analytic_timewalk,370,1110,1.3247283750299284,1.2126194139424222,1.4325420623454796,2.543934117289683,-0.06659308562364963,-0.19575570056451386,0.06438354837019818,63,"58,59,60,61,62,65"
cnn_sample_permuted,analytic_timewalk,370,1110,1.327099128688289,1.2202248104527915,1.401217076587775,2.5148475892571853,-0.06422233196528904,-0.17831400423025545,0.04025789122973977,63,"58,59,60,61,62,65"
cnn_phase_scrambled,analytic_timewalk,370,1110,1.347540547474515,1.2368832334501563,1.4206841028147728,2.51944458755241,-0.043780913179062964,-0.1696814002768672,0.05756682653556725,63,"58,59,60,61,62,65"
mlp_amplitude_only,analytic_timewalk,370,1110,1.3680699094502906,1.244210522827279,1.4720181294843167,2.5237341478419553,-0.02325155120328737,-0.16207231766451202,0.10629368945924077,63,"58,59,60,61,62,65"
analytic_timewalk,analytic_timewalk,370,1110,1.391321460653578,1.2879537378571326,1.469123878742856,2.628067512304926,0.0,0.0,0.0,63,"58,59,60,61,62,65"
cnn_run_only,analytic_timewalk,370,1110,1.391321460653578,1.2879537378571326,1.469123878742856,2.628067512304926,0.0,-1.9984014443252818e-15,0.0,63,"58,59,60,61,62,65"
mlp_run_only,analytic_timewalk,370,1110,1.391321460653578,1.2879537378571326,1.469123878742856,2.628067512304926,0.0,0.0,0.0,63,"58,59,60,61,62,65"
cnn_shuffled_target,analytic_timewalk,370,1110,1.3952183978001347,1.2884980014689287,1.4670869766342078,2.6268950776614015,0.0038969371465567004,-0.012799958005807244,0.009794833552526626,63,"58,59,60,61,62,65"
mlp_sample_permuted,analytic_timewalk,370,1110,1.3998129253714076,1.2958088785201356,1.5245626481511885,2.553324835737369,0.008491464717829578,-0.10836530482906397,0.1391185394634333,63,"58,59,60,61,62,65"
mlp_phase_scrambled,analytic_timewalk,370,1110,1.4047077202762517,1.3014950035069148,1.5006384730359281,2.503701008133751,0.013386259622673702,-0.1061732449259465,0.12948511399811038,63,"58,59,60,61,62,65"
mlp_shuffled_target,analytic_timewalk,370,1110,1.4266369646876986,1.3236861292692308,1.5167464035144085,2.64999661972436,0.03531550403412065,0.006376862230797992,0.05912156645842028,63,"58,59,60,61,62,65"
mlp_amplitude_only,analytic_timewalk,66,198,1.1208840123118626,0.7945243933349017,1.4041682489037257,1.3150385168072323,-0.37375606395781347,-0.7024891144855211,-0.10634882174913785,65,"58,59,60,61,62,63"
cnn_true_waveform,analytic_timewalk,66,198,1.2046829857059786,0.8133597672260046,1.4088534692079133,1.2813012158376336,-0.28995709056369745,-0.6701088196460838,-0.0940984741699601,65,"58,59,60,61,62,63"
mlp_sample_permuted,analytic_timewalk,66,198,1.220897459299043,0.9776996101370475,1.5475001638162362,1.3885838256204917,-0.2737426169706332,-0.5107036851479662,0.06022503507339136,65,"58,59,60,61,62,63"
mlp_phase_scrambled,analytic_timewalk,66,198,1.2562520230094856,0.9207035214099847,1.592854651447092,1.3660351527468573,-0.23838805326019052,-0.5548596775912459,0.04054887040552436,65,"58,59,60,61,62,63"
mlp_true_waveform,analytic_timewalk,66,198,1.3183530379769912,0.9975515188512228,1.5861307645222003,1.3019206944635002,-0.17628703829268488,-0.5294041784326614,0.1239983367437441,65,"58,59,60,61,62,63"
cnn_phase_scrambled,analytic_timewalk,66,198,1.3441919420925938,1.0283187499408888,1.5949120047245018,1.390746091882682,-0.15044813417708225,-0.4672579618436924,0.15264949799097527,65,"58,59,60,61,62,63"
cnn_sample_permuted,analytic_timewalk,66,198,1.3600521332355002,1.0597848235953808,1.6136774557529716,1.3994819322179937,-0.13458794303417587,-0.44061490012041304,0.18209887800022187,65,"58,59,60,61,62,63"
cnn_amplitude_only,analytic_timewalk,66,198,1.4069794484453908,1.0853860337718035,1.6281260723730762,1.4383738769263863,-0.0876606278242853,-0.43377893623326436,0.19116223479924943,65,"58,59,60,61,62,63"
mlp_shuffled_target,analytic_timewalk,66,198,1.4422466993237468,1.311491297675636,1.6551055439132014,1.693354460660383,-0.05239337694592927,-0.09268502054123985,0.0014632351547479857,65,"58,59,60,61,62,63"
analytic_timewalk,analytic_timewalk,66,198,1.494640076269676,1.3221932310567024,1.6605259688409595,1.6991283591200679,0.0,0.0,0.0,65,"58,59,60,61,62,63"
cnn_run_only,analytic_timewalk,66,198,1.494640076269676,1.3221932310567024,1.6605259688409595,1.6991283591200679,0.0,0.0,0.0,65,"58,59,60,61,62,63"
mlp_run_only,analytic_timewalk,66,198,1.494640076269676,1.3221932310567024,1.6605259688409595,1.6991283591200679,0.0,0.0,0.0,65,"58,59,60,61,62,63"
cnn_shuffled_target,analytic_timewalk,66,198,1.5159537834614771,1.3451803199580752,1.698144014167076,1.732747121743235,0.021313707191801035,-0.004223802396845838,0.06469876474405313,65,"58,59,60,61,62,63"
