event_key,run,eventno,run_family,d_t_ns,n_downstream,downstream_pair,clean_label,gross_label,event_max_amp,b2_amp,event_charge,baseline_abs_mean,baseline_lowering,anomaly_code,saturation_any,fold,family_label,score_traditional_timing_template,score_ridge_waveform,score_gradient_boosted_trees,score_mlp_waveform,score_cnn1d_waveform,score_support_gated_cnn_new,score_shuffled_label_gbt_control
60:486940:605:97928,60,486940,high_all_three_rate,6.409558067831455,2,B4+B6,0,0,8258.0,8258.0,105387.0,6901.0,0,3,1,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.2508007521891679,0.14684699835539008,0.25011815160580503,0.0001279655075397899
58:389387:7989:450,58,389387,low_all_three_rate_edge,5.344773591892604,2,B4+B6,0,0,2892.5,2550.5,54291.0,6886.75,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0013590809802004537,0.005465466261350783,0.004248229564169447,0.00020156505549002724
58:412612:13256:23614,58,412612,low_all_three_rate_edge,2.917049409404413,2,B4+B6,1,0,3270.5,2587.0,63616.5,6895.125,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0027824973280412223,0.004743964359805115,0.014444300952243085,0.00015115498493347047
60:472741:3706:83729,60,472741,high_all_three_rate,3.433179723502306,2,B4+B6,0,0,4421.0,3160.0,84786.0,6905.75,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.002286200309528964,0.0045497422126937045,0.014484939949289814,5.8500691778657665e-05
60:485275:15422:96263,60,485275,high_all_three_rate,2.9544933833695453,2,B4+B6,1,0,6941.0,6941.0,113013.0,6916.625,0,3,1,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0017826158629523849,0.006654369375843012,0.01968881910647441,0.00014816176272033286
60:479656:10190:90644,60,479656,high_all_three_rate,5.699521709754276,2,B4+B6,0,0,2383.0,2259.0,43855.0,6921.25,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.010627333008698371,0.0032727425767942,0.0001852392893801489,0.00033563359950734096
58:415793:16253:26795,58,415793,low_all_three_rate_edge,4.557558158175578,2,B4+B6,0,0,6149.0,6149.0,102687.0,6937.625,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.003326813061054518,0.0020158135984120387,0.0003488095724264692,0.0017481890580820958
60:498923:11733:109911,60,498923,high_all_three_rate,4.416673586972429,2,B4+B6,0,0,3104.5,3104.5,56564.0,6956.25,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0025812506987885732,0.009484770419080782,0.003049092656305054,0.0007532895968595974
58:389210:7823:273,58,389210,low_all_three_rate_edge,5.757045177045171,2,B4+B6,0,0,3516.5,3516.5,81581.0,6923.625,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0022850788694662783,0.0020482319558265648,0.0013604550154248005,0.0014115054597855605
58:413472:14098:24474,58,413472,low_all_three_rate_edge,4.48733367434204,2,B4+B6,0,0,3506.5,3355.0,56215.5,6910.875,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.021389040070126458,0.38353636056216467,0.2799599274869178,0.0003355006375899919
58:392125:10565:3182,58,392125,low_all_three_rate_edge,4.322766050950264,2,B4+B6,0,0,8991.5,8991.5,119546.0,6898.0,0,3,1,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.013495661223717726,0.008691062520887442,0.019611129541648738,2.0244316558712218e-05
58:390990:9506:2052,58,390990,low_all_three_rate_edge,8.34048605435467,2,B4+B6,0,0,3665.0,3004.0,75166.0,6900.75,0,3,0,holdout_low58_high60,0,0.0001,0.0005180496984327218,0.0001,0.006577546371598555,0.009904933860884825,0.03388291571681458,0.00019127852879109204
58:421068:4820:32064,58,421068,low_all_three_rate_edge,2.1214390760477784,2,B4+B6,1,0,2559.0,2543.5,9460.5,6914.875,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.010882682285948943,0.1701366391577154,0.04560248242123935,5.775696379971971e-05
60:481193:11605:92181,60,481193,high_all_three_rate,3.008863620753168,2,B4+B6,0,0,2517.0,2193.0,47997.5,6898.25,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.004348725707608862,0.006320879210099453,0.02087518185395977,0.00024053031565500585
58:394504:12781:5546,58,394504,low_all_three_rate_edge,5.5202702261249,2,B4+B6,0,0,3561.0,3128.0,84387.0,6896.375,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0019500236706802927,0.00258645432150054,0.0028901404422830702,0.000380295545345339
60:474387:5268:85375,60,474387,high_all_three_rate,3.7977550824330564,2,B4+B6,0,0,4177.5,3815.0,101165.5,6893.625,0,3,0,holdout_low58_high60,1,0.0001,0.0011756114302625858,0.00015073214175295274,0.0011623809197896377,0.004275404864357068,0.016451898517503186,0.0011742268965670211
58:415534:16017:26536,58,415534,low_all_three_rate_edge,2.1401241134751743,2,B4+B6,1,0,3941.0,2915.0,77771.0,7212.375,0,2,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.010326400999724525,0.0025943438272170937,0.0012501380211963735,0.0007400997886124439
58:395497:13697:6539,58,395497,low_all_three_rate_edge,3.26954356846473,2,B4+B6,0,0,4401.0,4401.0,77748.0,6920.125,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0037097986519727347,0.006618553724698781,0.00557545603668994,0.0038794836209843763
60:489023:2580:100011,60,489023,high_all_three_rate,7.669036449517179,2,B4+B6,0,0,2563.0,2563.0,43218.0,6896.875,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.006012429141040098,0.007585278685995805,0.020523206877467344,0.002707968594681878
60:499740:12490:110728,60,499740,high_all_three_rate,2.9145979976391416,2,B4+B6,1,0,3916.0,3398.0,121351.0,7032.5,0,3,0,holdout_low58_high60,1,0.0001,0.9998856563003512,0.00041196471291414527,0.0007336836250274464,0.016467506405856612,0.012523507988128924,0.0008440778067826501
60:467834:15508:78822,60,467834,high_all_three_rate,0.4341474790390585,2,B6+B8,1,0,1624.0,1466.0,24407.5,7853.375,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0001,0.00018116786462963076,0.0004392984338852458,4.317983613525543e-05
60:475293:6098:86281,60,475293,high_all_three_rate,7.728164568221928,2,B4+B6,0,0,5796.0,5796.0,70742.0,6906.125,0,3,0,holdout_low58_high60,1,0.0001,0.0002846251853191825,0.0012813080434717111,0.057015961928339604,0.30322663494928653,0.3545038378235759,8.223153501250806e-05
58:395429:13639:6471,58,395429,low_all_three_rate_edge,4.30566549920745,2,B4+B6,0,0,1931.0,1931.0,37339.0,6905.375,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.004345551797519577,0.005544306527120841,0.012081460329635401,6.851829725951402e-05
58:392858:11249:3908,58,392858,low_all_three_rate_edge,2.292764509501797,2,B4+B6,1,0,7552.0,7552.0,102577.0,6994.875,0,3,1,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0023089587572060885,0.006169525327485216,0.0018757493679215948,0.00043879805351027435
60:477981:8608:88969,60,477981,high_all_three_rate,3.4121982693183526,2,B4+B6,0,0,3129.5,3129.5,64714.0,6891.125,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.00039770129526170753,0.004184358806335501,0.00517925995216252,0.00010947348795497719
58:405621:6794:16636,58,405621,low_all_three_rate_edge,3.70431077694235,2,B4+B6,0,0,3693.5,3630.5,48390.0,6899.875,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.2325289272440956,0.4062106461792405,0.4821987146400932,6.1014531135643085e-05
60:471746:2772:82734,60,471746,high_all_three_rate,2.407199259873444,2,B4+B6,1,0,5355.5,3559.0,98842.5,6889.0,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.002272435035776319,0.004633781021603596,0.016897426470846962,0.00013345048484179434
60:493470:6680:104458,60,493470,high_all_three_rate,3.5201623194323943,2,B4+B6,0,0,4749.5,4749.5,91522.0,6926.375,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0010025728954452175,0.005427349461936386,0.02031376396389288,0.0005263206659076843
60:481194:11606:92182,60,481194,high_all_three_rate,2.5762982084808144,2,B4+B6,1,0,6586.5,4147.5,120989.5,6900.5,0,3,1,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0018787398118961086,0.004515257136053225,0.011689085809240801,0.004572659542248189
58:420564:4350:31561,58,420564,low_all_three_rate_edge,5.012097000280349,2,B4+B6,0,0,5036.0,5036.0,99939.0,6955.75,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.00022730983199212813,0.00383350804106122,0.005621836787511422,0.014818026821361277,3.860955378968015e-05
60:497672:10565:108660,60,497672,high_all_three_rate,4.670513543748257,2,B4+B6,0,0,3103.5,2948.0,49944.5,6919.25,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0007330333625941634,0.07569928221234715,0.24724149958260375,0.08546254737574407,0.00010702470685288927
60:483266:13563:94254,60,483266,high_all_three_rate,5.127397286055725,2,B4+B6,0,0,3814.5,3814.5,56728.0,6915.625,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.11115457333446206,0.2418761327896601,0.31979754071529837,0.0022517311437575097
58:389103:7723:166,58,389103,low_all_three_rate_edge,6.353017221478368,2,B4+B6,0,0,8835.0,8835.0,128094.0,6912.875,0,3,1,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.002760425695141086,0.004840011035390239,0.013301656736088921,0.00025134381176420453
60:499584:12353:110572,60,499584,high_all_three_rate,3.900092567905599,2,B4+B6,0,0,3479.0,3479.0,79084.0,6904.75,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0002396499972002944,0.003527789853367063,0.0018960836399971573,0.001215112634897297
58:395552:13747:6594,58,395552,low_all_three_rate_edge,7.682763040816141,2,B4+B6,0,0,4067.5,2814.0,57211.5,6906.375,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0008730287872642486,0.051967417645758296,0.39069358827738043,0.3309978407667744,0.00013329365938935306
58:408850:9787:19861,58,408850,low_all_three_rate_edge,4.1567689603798215,2,B4+B6,0,0,6768.0,6768.0,94304.0,6915.875,0,3,1,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0019542506055079947,0.006138359442884361,0.012547440836303216,7.07013260122916e-05
58:401250:2707:12277,58,401250,low_all_three_rate_edge,5.082518877979091,2,B4+B6,0,0,3285.5,3285.5,69121.0,6917.75,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0013805128451905432,0.004424512498005446,0.009783305308071243,6.144396339861636e-05
60:498136:10993:109124,60,498136,high_all_three_rate,8.14622620947,2,B4+B6,0,0,3652.0,3427.5,51464.0,6898.0,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.006819196990446378,0.067256494930047,0.281559189010094,0.05955164963994078,0.0004431850923660451
60:483941:14185:94929,60,483941,high_all_three_rate,5.744165330057896,2,B4+B6,0,0,5287.5,3402.5,103968.0,6955.5,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0028656256648650533,0.00548257647666826,0.0017910240667921055,0.0027498336726288226
58:400341:1865:11372,58,400341,low_all_three_rate_edge,6.610470085470098,2,B4+B6,0,0,2822.0,2667.5,29225.0,6900.75,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.015040134301789458,0.4163100653872682,0.38597164494635294,7.362578831706319e-05
58:407565:8601:18580,58,407565,low_all_three_rate_edge,4.046127755794231,2,B4+B6,0,0,3288.5,3288.5,29849.5,6917.625,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001015059641324745,0.022176483309786808,0.314852843128581,0.12390854997894567,7.04910937375817e-05
60:495998:9021:106986,60,495998,high_all_three_rate,3.4087167181418323,2,B4+B6,0,0,6034.0,3008.5,97995.0,7024.0,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.009446973963195505,0.001766907390918787,0.0001982494492292235,9.854456624284664e-05
60:474958:5792:85946,60,474958,high_all_three_rate,5.689855544694254,2,B4+B6,0,0,3136.5,2393.0,65200.5,6897.75,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0016937231109497737,0.004046110305157113,0.008099557594669956,4.3542083079412725e-05
58:420877:4640:31874,58,420877,low_all_three_rate_edge,4.898245896668072,2,B4+B6,0,0,3520.0,2048.5,12266.0,6895.375,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.014481459864979803,0.1842835062265533,0.25601144829675276,8.635913978396723e-05
60:488885:2453:99873,60,488885,high_all_three_rate,3.551992114608879,2,B4+B6,0,0,4395.5,1255.5,60414.5,8104.125,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.007754770124838923,0.002614426193317703,0.0032836568124932144,0.0003127097397258042
58:411219:11981:22225,58,411219,low_all_three_rate_edge,5.374863776669436,2,B4+B6,0,0,3655.0,3282.0,79196.0,6905.5,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0007159579653257569,0.003826636597494557,0.006015037718966346,0.0002434696728124609
60:480681:11132:91669,60,480681,high_all_three_rate,7.85202302339102,2,B4+B6,0,0,3642.5,3458.5,75648.0,6951.0,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.002455796063027527,0.005352311567628116,0.0017149549996868297,0.0003181453598294426
58:413373:14005:24375,58,413373,low_all_three_rate_edge,5.731636448163641,2,B4+B6,0,0,3420.0,3411.0,71733.0,6919.75,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0340015184627117,0.08360359471348464,0.13331942483747508,0.00017411631745936716
58:397767:15802:8805,58,397767,low_all_three_rate_edge,5.039504185773431,2,B4+B6,0,0,3301.5,3050.0,77840.0,6914.75,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.0001965302600839659,0.003952911833405695,0.001358256796628817,0.00013532069285975346
60:483157:13461:94145,60,483157,high_all_three_rate,5.569123864459808,2,B4+B6,0,0,4834.5,3449.0,100669.0,6934.125,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.0008625526924953068,0.00395683224532437,0.0012978552173393205,0.0003191793594145355
58:400356:1880:11387,58,400356,low_all_three_rate_edge,3.0257898348739047,2,B4+B6,0,0,3965.0,3965.0,68659.0,6898.25,0,3,0,holdout_low58_high60,0,0.0001,0.0001,0.0001,0.3544957203265545,0.08986633270944976,0.25872365863987956,0.00028769444847299427
60:491074:4470:102062,60,491074,high_all_three_rate,6.555355615647379,2,B4+B6,0,0,3495.5,3495.5,77032.0,6895.625,0,3,0,holdout_low58_high60,1,0.0001,0.0001,0.0001,0.00250358060891438,0.0065576487726907405,0.006049632129835948,0.00013016771561568264
