method,split,stratum,bootstrap_unit,pid_auc,pid_balanced_accuracy,pid_ece,pid_confusion_tn,pid_confusion_fp,pid_confusion_fn,pid_confusion_tp,energy_fractional_bias,energy_fractional_sigma68,n_events,n_deuteron,energy_fractional_bias_ci_low,energy_fractional_bias_ci_high,energy_fractional_sigma68_ci_low,energy_fractional_sigma68_ci_high,pid_auc_ci_low,pid_auc_ci_high,pid_balanced_accuracy_ci_low,pid_balanced_accuracy_ci_high,pid_ece_ci_low,pid_ece_ci_high
traditional_ar1_deltaE_over_E,time_blocked,middle,source_run,0.83270794246404,0.7645403377110694,0.15992265814202725,66,12,26,56,0.08249309784092634,0.34979845179739294,160,82,0.03783039528580971,0.12114685480460007,0.3280442347029179,0.3739179637246952,0.8019019987105093,0.8704958669194293,0.7396472996378523,0.794264728863885,0.12486320048185126,0.23549239730095617
traditional_ar1_deltaE_over_E,time_blocked,late,source_run,0.8492808005003127,0.7764227642276422,0.16236084239952078,65,13,23,59,0.013976721645138359,0.34049075690565245,160,82,-0.05089666277209302,0.06661963072403498,0.3028646566796283,0.3720786273960873,0.8079573934837093,0.8941176470588235,0.7244882012814502,0.8162878787878788,0.11043767011433164,0.23105185447371757
traditional_ar1_deltaE_over_E,current_rate_stratified,current_low,source_run,0.8238296947974367,0.7789182144020854,0.13273290026650947,81,12,31,68,0.05497258170468869,0.3135577778351486,192,99,0.024397478337020415,0.06370437685269385,0.2932564778862511,0.33850524058143105,0.7945326278659611,0.8374727668845315,0.7658730158730158,0.7830065359477124,0.12065624386804252,0.16422781277851364
traditional_ar1_deltaE_over_E,current_rate_stratified,current_mid,source_run,0.8393399913156752,0.7822405557967869,0.14049959857655514,39,8,13,36,0.06959785724192497,0.35000131085330705,96,49,0.06959785724192497,0.06959785724192497,0.35000131085330705,0.35000131085330705,0.8393399913156752,0.8393399913156752,0.7822405557967869,0.7822405557967869,0.14049959857655514,0.14049959857655514
traditional_ar1_deltaE_over_E,current_rate_stratified,current_high,source_run,0.8303229337712096,0.7505747126436781,0.18470494018777028,84,21,26,61,0.04188415765077827,0.3339308735249803,192,87,-0.013219063789221726,0.10570985993193409,0.3252173768925705,0.3339308735249803,0.8194444444444444,0.8434547908232117,0.7395833333333333,0.7624831309041835,0.18470494018777028,0.24289736025551945
traditional_ar1_deltaE_over_E,pedestal_state,pedestal_quiet,source_run,0.7987236131566028,0.7465022091310751,0.1601184457940287,79,18,27,57,0.08382689703571054,0.3417072055422948,181,84,0.01675779365922311,0.13776343871715,0.32419339949853554,0.3688429215501815,0.7310604343789521,0.8595837216526873,0.7180835040532205,0.7840874811463047,0.15451706905582013,0.21400531803211287
traditional_ar1_deltaE_over_E,pedestal_state,pedestal_memory,source_run,0.8127893518518519,0.7936921296296297,0.14665388774172372,53,11,13,41,0.052675709429585424,0.35523246522271146,118,54,-0.10481761882737795,0.07869560948290819,0.29888485069189463,0.37687666608946213,0.7307585440400111,0.8687179487179487,0.7129032258064516,0.8596964285714286,0.11409343972706162,0.22233218332334775
traditional_ar1_deltaE_over_E,pileup_leakage,single_truth,source_run,0.854775828460039,0.7658730158730158,0.15914250288683196,109,17,38,76,-0.01668446116752865,0.34237762036355895,240,114,-0.05089666277209302,0.039970919912363144,0.32207924804601723,0.3623965564109232,0.8315613925370022,0.8823939732142856,0.735177037502619,0.8042804843705997,0.13082495500698538,0.21707171851637624
traditional_ar1_deltaE_over_E,pileup_leakage,pileup_truth,source_run,0.8026251823043267,0.7669282589068686,0.14328605767591523,95,24,32,89,0.0750703003100168,0.28617525144447115,240,121,0.052675709429585424,0.12376226344839736,0.2632687878286223,0.3100821721971867,0.7812869565217391,0.8369391304347826,0.7406956521739131,0.7959980788709017,0.1172035714413989,0.19860076018806855
traditional_ar1_deltaE_over_E,saturation_interaction,unsaturated_truth,source_run,0.8109432962374139,0.7560280869104399,0.14659872186159145,129,24,49,99,-0.029178704631490054,0.3488729161132591,301,148,-0.06247405677680717,0.02906608744668427,0.31756627228036904,0.3738152834831828,0.7759909031838856,0.8357090226349737,0.7362500000000001,0.7743435924187099,0.11816065095550889,0.19897136979989427
traditional_ar1_deltaE_over_E,saturation_interaction,saturated_truth,source_run,0.8546976511744128,0.7869190404797601,0.16003744901491287,75,17,21,66,0.09710702690103462,0.2993415989755711,179,87,0.07019634029902722,0.12376226344839736,0.24060842577157485,0.33138492054360325,0.8227743271221531,0.8890955616908577,0.765028176807518,0.814140577719382,0.1364218111949367,0.2144470094535265
traditional_ar1_deltaE_over_E,late_tail_shape_drift,tail_low,source_run,0.8520114942528736,0.8000718390804598,0.17929334085575352,71,9,25,62,-0.019715343395626438,0.3297287160478644,167,87,-0.06894793339946045,0.03328586491521353,0.31059932762957226,0.3670130405818741,0.8094227504244482,0.8797909407665505,0.7445432413479398,0.8421893147502904,0.15118083364587726,0.2883848449596284
traditional_ar1_deltaE_over_E,late_tail_shape_drift,tail_high,source_run,0.7972850678733031,0.7023378582202111,0.14095789492576052,66,19,29,49,0.09710702690103462,0.33039608567125756,163,78,0.01675779365922311,0.12491919169881824,0.29967021950351536,0.3655223406025029,0.7058483108807283,0.8621417797888387,0.6632270168855534,0.7515082956259427,0.1068070310338513,0.1920240739115272
