method,split,stratum,metric,ci_low,ci_high
gradient_boosted_trees,late_tail_shape_drift,tail_high,pid_balanced_accuracy,0.7674208144796381,0.8508130081300813
gradient_boosted_trees,late_tail_shape_drift,tail_high,pid_ece,0.10252734431952656,0.19759782777435636
mlp,run_held_out,all,energy_fractional_bias,-0.0381004814082296,0.020084289385691016
mlp,run_held_out,all,energy_fractional_sigma68,0.3293792459421551,0.36515086350890635
mlp,run_held_out,all,pid_auc,0.699550083705357,0.7629999838609216
mlp,run_held_out,all,pid_balanced_accuracy,0.6568372622282609,0.7555207460786729
mlp,run_held_out,all,pid_ece,0.06576064388387404,0.12969494136932277
mlp,time_blocked,early,energy_fractional_bias,-0.07090789365382083,-0.01645105904891686
mlp,time_blocked,early,energy_fractional_sigma68,0.29094225295665477,0.3209630507744641
mlp,time_blocked,early,pid_auc,0.6590302628215272,0.7753959638849491
mlp,time_blocked,early,pid_balanced_accuracy,0.638023855577047,0.7714285714285715
mlp,time_blocked,early,pid_ece,0.08961066614224363,0.1879998663112724
mlp,time_blocked,middle,energy_fractional_bias,-0.019385660934033825,0.04073736268299208
mlp,time_blocked,middle,energy_fractional_sigma68,0.32421639287136655,0.38677597041992867
mlp,time_blocked,middle,pid_auc,0.7222759509993553,0.7912648703470203
mlp,time_blocked,middle,pid_balanced_accuracy,0.6828997135605742,0.775557746157534
mlp,time_blocked,middle,pid_ece,0.08431743915217983,0.19735843769531775
mlp,time_blocked,late,energy_fractional_bias,-0.05907355177578636,0.07052249991574534
mlp,time_blocked,late,energy_fractional_sigma68,0.3502757741638117,0.4215002376598513
mlp,time_blocked,late,pid_auc,0.6876288190761423,0.7672780213971685
mlp,time_blocked,late,pid_balanced_accuracy,0.6481200137420315,0.7466953336518554
mlp,time_blocked,late,pid_ece,0.08592441712273843,0.1846368043135086
mlp,current_rate_stratified,current_low,energy_fractional_bias,-0.04443164161788775,0.02446354056201016
mlp,current_rate_stratified,current_low,energy_fractional_sigma68,0.32450138568046005,0.35460513047109377
mlp,current_rate_stratified,current_low,pid_auc,0.6604938271604938,0.7620915032679738
mlp,current_rate_stratified,current_low,pid_balanced_accuracy,0.626984126984127,0.7379084967320262
mlp,current_rate_stratified,current_low,pid_ece,0.08764955835203235,0.16858194578817529
mlp,current_rate_stratified,current_mid,energy_fractional_bias,0.02196676394783602,0.02196676394783602
mlp,current_rate_stratified,current_mid,energy_fractional_sigma68,0.3557285205452211,0.3557285205452211
mlp,current_rate_stratified,current_mid,pid_auc,0.7372991749891447,0.7372991749891447
mlp,current_rate_stratified,current_mid,pid_balanced_accuracy,0.6656534954407295,0.6656534954407295
mlp,current_rate_stratified,current_mid,pid_ece,0.09869365672521747,0.09869365672521747
mlp,current_rate_stratified,current_high,energy_fractional_bias,-0.04537344196498207,0.011342448517467563
mlp,current_rate_stratified,current_high,energy_fractional_sigma68,0.32738791242503285,0.35811322975754906
mlp,current_rate_stratified,current_high,pid_auc,0.7434895833333334,0.7678812415654521
mlp,current_rate_stratified,current_high,pid_balanced_accuracy,0.75,0.7753036437246963
mlp,current_rate_stratified,current_high,pid_ece,0.14929245730221444,0.1556563975939125
mlp,pedestal_state,pedestal_quiet,energy_fractional_bias,-0.00943637799854965,0.06352579481855244
mlp,pedestal_state,pedestal_quiet,energy_fractional_sigma68,0.27140924027049074,0.35487820240617995
mlp,pedestal_state,pedestal_quiet,pid_auc,0.5742318905584212,0.7953451043338684
mlp,pedestal_state,pedestal_quiet,pid_balanced_accuracy,0.5557834470636891,0.7818376347135564
mlp,pedestal_state,pedestal_quiet,pid_ece,0.09685141358914962,0.19065085334477333
mlp,pedestal_state,pedestal_memory,energy_fractional_bias,-0.12174272745412826,0.005816072025593065
mlp,pedestal_state,pedestal_memory,energy_fractional_sigma68,0.37652474334886393,0.48877562603742924
mlp,pedestal_state,pedestal_memory,pid_auc,0.5809232480533926,0.8290844827586206
mlp,pedestal_state,pedestal_memory,pid_balanced_accuracy,0.5770300333704116,0.7978260869565217
mlp,pedestal_state,pedestal_memory,pid_ece,0.1059983799726691,0.2511722495975619
mlp,pileup_leakage,single_truth,energy_fractional_bias,-0.08256486576475924,0.02190375927608243
mlp,pileup_leakage,single_truth,energy_fractional_sigma68,0.36786035115182836,0.42590574141702897
mlp,pileup_leakage,single_truth,pid_auc,0.7225996218222565,0.7865
mlp,pileup_leakage,single_truth,pid_balanced_accuracy,0.6740676006197583,0.7647058823529411
mlp,pileup_leakage,single_truth,pid_ece,0.06748677557305857,0.14290397050276527
mlp,pileup_leakage,pileup_truth,energy_fractional_bias,-0.00943637799854965,0.027035671392883393
mlp,pileup_leakage,pileup_truth,energy_fractional_sigma68,0.28334711306328425,0.326221077702774
mlp,pileup_leakage,pileup_truth,pid_auc,0.6714355163553025,0.7595472665979704
mlp,pileup_leakage,pileup_truth,pid_balanced_accuracy,0.6380029184907234,0.7670186162823007
mlp,pileup_leakage,pileup_truth,pid_ece,0.0690750052170959,0.14558100347076908
mlp,saturation_interaction,unsaturated_truth,energy_fractional_bias,-0.04063071684107196,0.010944184558510628
mlp,saturation_interaction,unsaturated_truth,energy_fractional_sigma68,0.34252289905073685,0.3830395168629502
mlp,saturation_interaction,unsaturated_truth,pid_auc,0.6639667956157317,0.7559380770114106
mlp,saturation_interaction,unsaturated_truth,pid_balanced_accuracy,0.6294554174516844,0.7438146648672964
mlp,saturation_interaction,unsaturated_truth,pid_ece,0.08988055558879565,0.16999086550253747
mlp,saturation_interaction,saturated_truth,energy_fractional_bias,-0.040771062360595835,0.05752117375010052
mlp,saturation_interaction,saturated_truth,energy_fractional_sigma68,0.30338933596964646,0.3600638302385944
mlp,saturation_interaction,saturated_truth,pid_auc,0.7407179739365626,0.801436361218247
mlp,saturation_interaction,saturated_truth,pid_balanced_accuracy,0.7065404475043029,0.7893631494845913
mlp,saturation_interaction,saturated_truth,pid_ece,0.09192530046335431,0.1757104451287071
mlp,late_tail_shape_drift,tail_low,energy_fractional_bias,-0.058606455975215466,0.03355486265204799
mlp,late_tail_shape_drift,tail_low,energy_fractional_sigma68,0.3086035790292002,0.38264174152413744
mlp,late_tail_shape_drift,tail_low,pid_auc,0.6867080358319573,0.847430024822
mlp,late_tail_shape_drift,tail_low,pid_balanced_accuracy,0.6652089511120016,0.8142857142857143
mlp,late_tail_shape_drift,tail_low,pid_ece,0.0888687161268742,0.23217566871777995
mlp,late_tail_shape_drift,tail_high,energy_fractional_bias,-0.05549469042784571,0.01015997793902169
mlp,late_tail_shape_drift,tail_high,energy_fractional_sigma68,0.2811333021691165,0.34432215571418484
mlp,late_tail_shape_drift,tail_high,pid_auc,0.6410294117647058,0.8237384896308856
mlp,late_tail_shape_drift,tail_high,pid_balanced_accuracy,0.6070426487093153,0.80130081300813
mlp,late_tail_shape_drift,tail_high,pid_ece,0.09538845594501459,0.23136576866538483
pedestal_memory_gated_residual_cnn_new,run_held_out,all,energy_fractional_bias,-0.04524712917037995,-0.02427367127133401
pedestal_memory_gated_residual_cnn_new,run_held_out,all,energy_fractional_sigma68,0.23910729284448426,0.2938082424019548
pedestal_memory_gated_residual_cnn_new,run_held_out,all,pid_auc,0.8397580042604847,0.9121043218558456
pedestal_memory_gated_residual_cnn_new,run_held_out,all,pid_balanced_accuracy,0.8085822648271543,0.8524291818325684
pedestal_memory_gated_residual_cnn_new,run_held_out,all,pid_ece,0.05345475816985089,0.13875396003529328
pedestal_memory_gated_residual_cnn_new,time_blocked,early,energy_fractional_bias,-0.09268076670774239,-0.04018314390596968
pedestal_memory_gated_residual_cnn_new,time_blocked,early,energy_fractional_sigma68,0.2350610109697392,0.30130502604736964
pedestal_memory_gated_residual_cnn_new,time_blocked,early,pid_auc,0.780618686868687,0.9042914979757085
pedestal_memory_gated_residual_cnn_new,time_blocked,early,pid_balanced_accuracy,0.8032125336287388,0.8870967741935484
pedestal_memory_gated_residual_cnn_new,time_blocked,early,pid_ece,0.12174325241139453,0.2021825525439455
pedestal_memory_gated_residual_cnn_new,time_blocked,middle,energy_fractional_bias,-0.023558505970611855,0.024628371375613547
pedestal_memory_gated_residual_cnn_new,time_blocked,middle,energy_fractional_sigma68,0.23753740332092402,0.3162504980668375
pedestal_memory_gated_residual_cnn_new,time_blocked,middle,pid_auc,0.8557510999371464,0.9610014443909486
pedestal_memory_gated_residual_cnn_new,time_blocked,middle,pid_balanced_accuracy,0.8066666666666666,0.8818922305764412
pedestal_memory_gated_residual_cnn_new,time_blocked,middle,pid_ece,0.07182352679298608,0.1370097173852034
pedestal_memory_gated_residual_cnn_new,time_blocked,late,energy_fractional_bias,-0.07504126613587499,-0.014838461718818518
pedestal_memory_gated_residual_cnn_new,time_blocked,late,energy_fractional_sigma68,0.21686505196766467,0.3781264475501268
pedestal_memory_gated_residual_cnn_new,time_blocked,late,pid_auc,0.8424185463659148,0.9422532564830901
pedestal_memory_gated_residual_cnn_new,time_blocked,late,pid_balanced_accuracy,0.7629317080793874,0.8690357142857141
pedestal_memory_gated_residual_cnn_new,time_blocked,late,pid_ece,0.07577583674340918,0.17438159082152493
pedestal_memory_gated_residual_cnn_new,current_rate_stratified,current_low,energy_fractional_bias,-0.04224170887531592,-0.010711160194764624
pedestal_memory_gated_residual_cnn_new,current_rate_stratified,current_low,energy_fractional_sigma68,0.2891093523471507,0.29941940490416163
pedestal_memory_gated_residual_cnn_new,current_rate_stratified,current_low,pid_auc,0.8615520282186949,0.8906318082788671
pedestal_memory_gated_residual_cnn_new,current_rate_stratified,current_low,pid_balanced_accuracy,0.8068783068783069,0.822875816993464
pedestal_memory_gated_residual_cnn_new,current_rate_stratified,current_low,pid_ece,0.0943677452458665,0.13210774356410163
pedestal_memory_gated_residual_cnn_new,current_rate_stratified,current_mid,energy_fractional_bias,-0.05025903584810167,-0.05025903584810167
pedestal_memory_gated_residual_cnn_new,current_rate_stratified,current_mid,energy_fractional_sigma68,0.23750860504613025,0.23750860504613025
pedestal_memory_gated_residual_cnn_new,current_rate_stratified,current_mid,pid_auc,0.8059053408597481,0.8059053408597481
pedestal_memory_gated_residual_cnn_new,current_rate_stratified,current_mid,pid_balanced_accuracy,0.8009118541033434,0.8009118541033434
pedestal_memory_gated_residual_cnn_new,current_rate_stratified,current_mid,pid_ece,0.18039141199030556,0.18039141199030556
pedestal_memory_gated_residual_cnn_new,current_rate_stratified,current_high,energy_fractional_bias,-0.03717083168134104,-0.03334587158862509
pedestal_memory_gated_residual_cnn_new,current_rate_stratified,current_high,energy_fractional_sigma68,0.2199425733085118,0.2907176144399292
pedestal_memory_gated_residual_cnn_new,current_rate_stratified,current_high,pid_auc,0.8852901484480432,0.9340277777777777
pedestal_memory_gated_residual_cnn_new,current_rate_stratified,current_high,pid_balanced_accuracy,0.8387314439946019,0.875
pedestal_memory_gated_residual_cnn_new,current_rate_stratified,current_high,pid_ece,0.04130011767275158,0.10497273568133916
pedestal_memory_gated_residual_cnn_new,pedestal_state,pedestal_quiet,energy_fractional_bias,-0.04286074210814309,-0.0054964015075012205
pedestal_memory_gated_residual_cnn_new,pedestal_state,pedestal_quiet,energy_fractional_sigma68,0.22123637512036634,0.36741937436141237
pedestal_memory_gated_residual_cnn_new,pedestal_state,pedestal_quiet,pid_auc,0.8333707109217314,0.9109149277688603
pedestal_memory_gated_residual_cnn_new,pedestal_state,pedestal_quiet,pid_balanced_accuracy,0.7806527674360884,0.8414125431530495
pedestal_memory_gated_residual_cnn_new,pedestal_state,pedestal_quiet,pid_ece,0.08805937493283028,0.17985863839951427
pedestal_memory_gated_residual_cnn_new,pedestal_state,pedestal_memory,energy_fractional_bias,-0.07827898075682402,-0.02652594258140532
pedestal_memory_gated_residual_cnn_new,pedestal_state,pedestal_memory,energy_fractional_sigma68,0.21599037004037458,0.2996551914089709
pedestal_memory_gated_residual_cnn_new,pedestal_state,pedestal_memory,pid_auc,0.8277035873265253,0.9527210884353742
pedestal_memory_gated_residual_cnn_new,pedestal_state,pedestal_memory,pid_balanced_accuracy,0.7986254106309887,0.8974914633389208
pedestal_memory_gated_residual_cnn_new,pedestal_state,pedestal_memory,pid_ece,0.07263664288077162,0.15129448840506027
pedestal_memory_gated_residual_cnn_new,pileup_leakage,single_truth,energy_fractional_bias,-0.06224717769729614,-0.027968743810640205
pedestal_memory_gated_residual_cnn_new,pileup_leakage,single_truth,energy_fractional_sigma68,0.2269260295844872,0.35600807348164837
pedestal_memory_gated_residual_cnn_new,pileup_leakage,single_truth,pid_auc,0.8782641324156633,0.9430555555555555
pedestal_memory_gated_residual_cnn_new,pileup_leakage,single_truth,pid_balanced_accuracy,0.8143375680580762,0.8666666666666667
pedestal_memory_gated_residual_cnn_new,pileup_leakage,single_truth,pid_ece,0.05083612243943753,0.1492913749737593
pedestal_memory_gated_residual_cnn_new,pileup_leakage,pileup_truth,energy_fractional_bias,-0.04162267564248874,0.01762642376046563
pedestal_memory_gated_residual_cnn_new,pileup_leakage,pileup_truth,energy_fractional_sigma68,0.2468951047320232,0.2837418758633327
pedestal_memory_gated_residual_cnn_new,pileup_leakage,pileup_truth,pid_auc,0.7636022514071295,0.8924355856133254
pedestal_memory_gated_residual_cnn_new,pileup_leakage,pileup_truth,pid_balanced_accuracy,0.7836089845908514,0.850930814115032
