method,pseudo_run,roc_auc,average_precision,balanced_accuracy,error_rate,n_events,n_deuteron
1d_cnn,26,1.0,1.0,1.0,0.0,313.0,153.0
1d_cnn,27,0.9999686126804771,0.9999682600139654,0.9943502824858756,0.0056022408963585435,357.0,177.0
1d_cnn,28,0.9998061451972473,0.999792971787639,0.994475138121547,0.005681818181818182,352.0,171.0
1d_cnn,29,1.0,0.9999999999999999,0.9972222222222222,0.002849002849002849,351.0,180.0
1d_cnn,30,0.9998414711477489,0.9998607552221104,0.9969879518072289,0.0028089887640449437,356.0,190.0
1d_cnn,31,1.0,1.0,1.0,0.0,388.0,199.0
1d_cnn,32,0.9999313681754229,0.9999230806234136,0.994475138121547,0.005847953216374269,342.0,161.0
1d_cnn,33,1.0,1.0,1.0,0.0,361.0,187.0
1d_cnn,34,1.0,1.0,0.9969879518072289,0.002881844380403458,347.0,181.0
1d_cnn,35,1.0,1.0,1.0,0.0,326.0,171.0
1d_cnn,36,0.9998995378742214,0.9998798237414448,0.9973544973544973,0.002881844380403458,347.0,158.0
1d_cnn,37,1.0,1.0000000000000004,0.9974226804123711,0.002680965147453083,373.0,179.0
1d_cnn,38,1.0,1.0,1.0,0.0,356.0,179.0
1d_cnn,39,1.0,1.0,0.997191011235955,0.002824858757062147,354.0,178.0
bayesian_deltae_e_template_traditional,0,0.9621468926553672,0.9384827811306288,0.8606846128281821,0.138328530259366,347.0,170.0
bayesian_deltae_e_template_traditional,1,0.9577812465967256,0.9479453118347293,0.859204269067412,0.14156626506024098,332.0,169.0
bayesian_deltae_e_template_traditional,2,0.9585884627779568,0.9433809777676565,0.8618272639381244,0.14175257731958762,388.0,214.0
bayesian_deltae_e_template_traditional,3,0.9741673223183844,0.9405891815201827,0.8847036454235511,0.11142857142857143,350.0,164.0
bayesian_deltae_e_template_traditional,4,0.9542432651173546,0.9031171518189387,0.85752688172043,0.1424731182795699,372.0,186.0
bayesian_deltae_e_template_traditional,5,0.9725,0.9575589586064058,0.8734090909090908,0.13190184049079753,326.0,176.0
bayesian_deltae_e_template_traditional,6,0.95215114104003,0.8867281081731612,0.8567901234567901,0.1437308868501529,327.0,165.0
bayesian_deltae_e_template_traditional,7,0.9485886414404657,0.878639956191521,0.8394198876328437,0.1565217391304348,345.0,158.0
bayesian_deltae_e_template_traditional,8,0.9512769296618633,0.9284611275882989,0.8577364816664289,0.14328358208955225,335.0,172.0
bayesian_deltae_e_template_traditional,9,0.9412636075513299,0.9226513313388809,0.8368816315281797,0.16422287390029325,341.0,177.0
bayesian_deltae_e_template_traditional,10,0.9492939666238767,0.9138276135021843,0.8498074454428755,0.14925373134328357,335.0,164.0
bayesian_deltae_e_template_traditional,11,0.9682550115018075,0.9447139662863333,0.8638350312191916,0.1346704871060172,349.0,170.0
bayesian_deltae_e_template_traditional,12,0.9407750144592251,0.8729098939716282,0.8402544823597455,0.16129032258064516,372.0,190.0
bayesian_deltae_e_template_traditional,13,0.9387216412175482,0.9038228661981892,0.8208092485549132,0.1791907514450867,346.0,173.0
bayesian_deltae_e_template_traditional,14,0.9597069597069596,0.9286552520636091,0.8542714347799094,0.14484679665738162,359.0,177.0
bayesian_deltae_e_template_traditional,15,0.9469407546726225,0.8948895415568894,0.8650670036440579,0.13550135501355012,369.0,188.0
bayesian_deltae_e_template_traditional,16,0.9586367389835598,0.9360713256327068,0.8598828916747991,0.1437308868501529,327.0,173.0
bayesian_deltae_e_template_traditional,17,0.948826929615777,0.9079745262102216,0.8633458007480449,0.13702623906705538,343.0,173.0
bayesian_deltae_e_template_traditional,18,0.9528391541933952,0.9296635563847746,0.8529935851746258,0.14713896457765668,367.0,184.0
bayesian_deltae_e_template_traditional,19,0.9624385515474624,0.9331455386549624,0.857976182233608,0.13043478260869565,345.0,143.0
bayesian_deltae_e_template_traditional,20,0.946158176189136,0.892985151012351,0.8349845201238391,0.16445623342175067,377.0,187.0
bayesian_deltae_e_template_traditional,21,0.9675689479060265,0.9498056227280689,0.8660805486648184,0.12951807228915663,332.0,154.0
bayesian_deltae_e_template_traditional,22,0.9411094224924013,0.8844928211074136,0.8372774641771602,0.16145833333333334,384.0,188.0
bayesian_deltae_e_template_traditional,23,0.9461516574192631,0.9332181579032757,0.8457106274007682,0.1588235294117647,340.0,198.0
bayesian_deltae_e_template_traditional,24,0.9461245674740485,0.8889373218530684,0.8647058823529412,0.13529411764705881,340.0,170.0
bayesian_deltae_e_template_traditional,25,0.949606357694593,0.9107821743015917,0.8312165775401069,0.1641337386018237,329.0,153.0
bayesian_deltae_e_template_traditional,26,0.9489787581699346,0.8954748147848428,0.8647467320261437,0.134185303514377,313.0,153.0
bayesian_deltae_e_template_traditional,27,0.9594632768361582,0.912320786258045,0.853813559322034,0.14565826330532214,357.0,177.0
bayesian_deltae_e_template_traditional,28,0.9449129268844302,0.8885050230852898,0.8362411553746244,0.16193181818181818,352.0,171.0
bayesian_deltae_e_template_traditional,29,0.9764294996751137,0.9585491805408326,0.8676900584795322,0.1339031339031339,351.0,180.0
bayesian_deltae_e_template_traditional,30,0.9328154724159798,0.8921903162069587,0.8341154090044388,0.16853932584269662,356.0,190.0
bayesian_deltae_e_template_traditional,31,0.9606763978623275,0.9368127729542186,0.8448725107016564,0.15721649484536082,388.0,199.0
bayesian_deltae_e_template_traditional,32,0.9337702892831405,0.8567840963981618,0.829844548917333,0.16666666666666666,342.0,161.0
bayesian_deltae_e_template_traditional,33,0.9698045362345565,0.9406030989072408,0.8780810129694511,0.12465373961218837,361.0,187.0
bayesian_deltae_e_template_traditional,34,0.9467816015442987,0.9238394890191756,0.842574718764561,0.1585014409221902,347.0,181.0
bayesian_deltae_e_template_traditional,35,0.9686285606489342,0.9341100688334627,0.8507828711563856,0.15337423312883436,326.0,171.0
bayesian_deltae_e_template_traditional,36,0.945750452079566,0.8754851132438415,0.8563559038242583,0.14121037463976946,347.0,158.0
bayesian_deltae_e_template_traditional,37,0.9744571790589185,0.9482269728213832,0.8794707135863618,0.11796246648793565,373.0,179.0
bayesian_deltae_e_template_traditional,38,0.9530347504971121,0.9245417191018123,0.8319603572893981,0.16853932584269662,356.0,179.0
bayesian_deltae_e_template_traditional,39,0.9800497957099081,0.9786266179370187,0.8845122574055159,0.11581920903954802,354.0,178.0
deltae_residual_fusion_new,0,1.0,0.9999999999999999,1.0,0.0,347.0,170.0
deltae_residual_fusion_new,1,1.0,1.0,1.0,0.0,332.0,169.0
deltae_residual_fusion_new,2,1.0,1.0,1.0,0.0,388.0,214.0
deltae_residual_fusion_new,3,1.0,1.0,1.0,0.0,350.0,164.0
deltae_residual_fusion_new,4,1.0,1.0,1.0,0.0,372.0,186.0
deltae_residual_fusion_new,5,1.0,1.0,1.0,0.0,326.0,176.0
deltae_residual_fusion_new,6,1.0,1.0,0.9969135802469136,0.0030581039755351682,327.0,165.0
deltae_residual_fusion_new,7,0.9982400324917078,0.9975028410951106,0.9973262032085561,0.002898550724637681,345.0,158.0
deltae_residual_fusion_new,8,1.0,1.0,1.0,0.0,335.0,172.0
deltae_residual_fusion_new,9,0.9999655505029627,0.9999682600139653,0.9939024390243902,0.005865102639296188,341.0,177.0
deltae_residual_fusion_new,10,1.0,1.0,1.0,0.0,335.0,164.0
deltae_residual_fusion_new,11,1.0,0.9999999999999999,1.0,0.0,349.0,170.0
deltae_residual_fusion_new,12,1.0,1.0,1.0,0.0,372.0,190.0
deltae_residual_fusion_new,13,0.998128905075345,0.9977786805441615,0.9913294797687862,0.008670520231213872,346.0,173.0
deltae_residual_fusion_new,14,0.9999068727882288,0.999904240038282,0.9972527472527473,0.002785515320334262,359.0,177.0
deltae_residual_fusion_new,15,1.0,1.0,1.0,0.0,369.0,188.0
deltae_residual_fusion_new,16,1.0,1.0,0.9967532467532467,0.0030581039755351682,327.0,173.0
deltae_residual_fusion_new,17,1.0,1.0000000000000004,1.0,0.0,343.0,173.0
deltae_residual_fusion_new,18,1.0,1.0000000000000002,1.0,0.0,367.0,184.0
deltae_residual_fusion_new,19,1.0,1.0,0.9975247524752475,0.002898550724637681,345.0,143.0
deltae_residual_fusion_new,20,0.9998592738530819,0.9998562391731596,0.9947368421052631,0.005305039787798408,377.0,187.0
deltae_residual_fusion_new,21,1.0,0.9999999999999999,1.0,0.0,332.0,154.0
deltae_residual_fusion_new,22,1.0,1.0,1.0,0.0,384.0,188.0
deltae_residual_fusion_new,23,1.0,0.9999999999999999,1.0,0.0,340.0,198.0
deltae_residual_fusion_new,24,1.0,0.9999999999999999,1.0,0.0,340.0,170.0
deltae_residual_fusion_new,25,0.9945038621509209,0.9792979640080097,0.9971590909090908,0.00303951367781155,329.0,153.0
deltae_residual_fusion_new,26,1.0,1.0,1.0,0.0,313.0,153.0
deltae_residual_fusion_new,27,1.0,0.9999999999999998,1.0,0.0,357.0,177.0
deltae_residual_fusion_new,28,0.9997738360634552,0.9997577431538055,0.994475138121547,0.005681818181818182,352.0,171.0
deltae_residual_fusion_new,29,1.0,0.9999999999999999,0.9972222222222222,0.002849002849002849,351.0,180.0
deltae_residual_fusion_new,30,0.9996195307545974,0.9996594081910422,0.9939759036144578,0.0056179775280898875,356.0,190.0
deltae_residual_fusion_new,31,1.0,1.0,1.0,0.0,388.0,199.0
deltae_residual_fusion_new,32,0.9999313681754229,0.9999230806234136,0.994475138121547,0.005847953216374269,342.0,161.0
deltae_residual_fusion_new,33,1.0,1.0,0.9971264367816092,0.002770083102493075,361.0,187.0
deltae_residual_fusion_new,34,1.0,1.0,0.9969879518072289,0.002881844380403458,347.0,181.0
deltae_residual_fusion_new,35,1.0,1.0,1.0,0.0,326.0,171.0
deltae_residual_fusion_new,36,0.9996986136226642,0.9996324010361022,0.9973544973544973,0.002881844380403458,347.0,158.0
deltae_residual_fusion_new,37,0.9999712031330992,0.999968963376785,0.9974226804123711,0.002680965147453083,373.0,179.0
deltae_residual_fusion_new,38,1.0,1.0,1.0,0.0,356.0,179.0
deltae_residual_fusion_new,39,1.0,1.0,0.997191011235955,0.002824858757062147,354.0,178.0
gradient_boosted_trees,0,1.0,0.9999999999999998,1.0,0.0,347.0,170.0
gradient_boosted_trees,1,1.0,1.0,1.0,0.0,332.0,169.0
gradient_boosted_trees,2,1.0,1.0,1.0,0.0,388.0,214.0
gradient_boosted_trees,3,1.0,1.0,1.0,0.0,350.0,164.0
gradient_boosted_trees,4,1.0,1.0,1.0,0.0,372.0,186.0
gradient_boosted_trees,5,1.0,0.9999999999999999,1.0,0.0,326.0,176.0
gradient_boosted_trees,6,1.0,1.0,1.0,0.0,327.0,165.0
gradient_boosted_trees,7,1.0,0.9999999999999999,1.0,0.0,345.0,158.0
gradient_boosted_trees,8,1.0,1.0,1.0,0.0,335.0,172.0
gradient_boosted_trees,9,0.9963655780625602,0.9945273475851641,0.9969512195121951,0.002932551319648094,341.0,177.0
gradient_boosted_trees,10,1.0,1.0,1.0,0.0,335.0,164.0
gradient_boosted_trees,11,1.0,1.0,1.0,0.0,349.0,170.0
gradient_boosted_trees,12,1.0,1.0,1.0,0.0,372.0,190.0
gradient_boosted_trees,13,0.9993317518126232,0.9992981798405266,0.9971098265895953,0.002890173410404624,346.0,173.0
gradient_boosted_trees,14,1.0,1.0,1.0,0.0,359.0,177.0
gradient_boosted_trees,15,1.0,1.0,1.0,0.0,369.0,188.0
gradient_boosted_trees,16,1.0,1.0,1.0,0.0,327.0,173.0
gradient_boosted_trees,17,1.0,1.0,1.0,0.0,343.0,173.0
gradient_boosted_trees,18,1.0,1.0,1.0,0.0,367.0,184.0
gradient_boosted_trees,19,1.0,1.0,1.0,0.0,345.0,143.0
gradient_boosted_trees,20,1.0,1.0,1.0,0.0,377.0,187.0
gradient_boosted_trees,21,1.0,0.9999999999999999,1.0,0.0,332.0,154.0
gradient_boosted_trees,22,1.0,1.0,1.0,0.0,384.0,188.0
gradient_boosted_trees,23,1.0,0.9999999999999999,1.0,0.0,340.0,198.0
gradient_boosted_trees,24,1.0,1.0,1.0,0.0,340.0,170.0
gradient_boosted_trees,25,1.0,0.9999999999999999,0.9967320261437909,0.00303951367781155,329.0,153.0
gradient_boosted_trees,26,1.0,1.0,1.0,0.0,313.0,153.0
gradient_boosted_trees,27,1.0,1.0,1.0,0.0,357.0,177.0
gradient_boosted_trees,28,0.9999676908662078,0.9999660002719979,0.9972375690607735,0.002840909090909091,352.0,171.0
gradient_boosted_trees,29,1.0,0.9999999999999999,0.9972222222222222,0.002849002849002849,351.0,180.0
gradient_boosted_trees,30,0.9999365884590995,0.9999447433684789,0.9969879518072289,0.0028089887640449437,356.0,190.0
gradient_boosted_trees,31,1.0,1.0,1.0,0.0,388.0,199.0
gradient_boosted_trees,32,1.0,1.0,0.9972375690607735,0.0029239766081871343,342.0,161.0
gradient_boosted_trees,33,1.0,1.0,1.0,0.0,361.0,187.0
gradient_boosted_trees,34,0.9999667176995274,0.9999696436160525,0.9942255208680024,0.005763688760806916,347.0,181.0
gradient_boosted_trees,35,1.0,0.9999999999999998,1.0,0.0,326.0,171.0
gradient_boosted_trees,36,1.0,1.0,1.0,0.0,347.0,158.0
gradient_boosted_trees,37,1.0,1.0,1.0,0.0,373.0,179.0
gradient_boosted_trees,38,1.0,1.0,1.0,0.0,356.0,179.0
gradient_boosted_trees,39,1.0,1.0,0.997191011235955,0.002824858757062147,354.0,178.0
mlp,0,1.0,0.9999999999999999,1.0,0.0,347.0,170.0
mlp,1,1.0,1.0,1.0,0.0,332.0,169.0
mlp,2,1.0,1.0,1.0,0.0,388.0,214.0
mlp,3,1.0,1.0,1.0,0.0,350.0,164.0
mlp,4,1.0,1.0,1.0,0.0,372.0,186.0
mlp,5,1.0,1.0,1.0,0.0,326.0,176.0
mlp,6,1.0,1.0,1.0,0.0,327.0,165.0
mlp,7,1.0,1.0,1.0,0.0,345.0,158.0
mlp,8,1.0,1.0,1.0,0.0,335.0,172.0
mlp,9,0.9969684442607137,0.9961625142882589,0.9969512195121951,0.002932551319648094,341.0,177.0
mlp,10,1.0,1.0,1.0,0.0,335.0,164.0
mlp,11,1.0,0.9999999999999999,1.0,0.0,349.0,170.0
mlp,12,1.0,1.0,1.0,0.0,372.0,190.0
mlp,13,0.9984630291690333,0.9982312446109876,0.9942196531791907,0.005780346820809248,346.0,173.0
mlp,14,1.0,0.9999999999999998,1.0,0.0,359.0,177.0
mlp,15,1.0,1.0,1.0,0.0,369.0,188.0
mlp,16,1.0,1.0,1.0,0.0,327.0,173.0
mlp,17,1.0,1.0000000000000004,1.0,0.0,343.0,173.0
mlp,18,1.0,1.0000000000000002,1.0,0.0,367.0,184.0
mlp,19,1.0,1.0,0.9975247524752475,0.002898550724637681,345.0,143.0
mlp,20,1.0,1.0,1.0,0.0,377.0,187.0
mlp,21,1.0,0.9999999999999999,1.0,0.0,332.0,154.0
mlp,22,1.0,1.0,1.0,0.0,384.0,188.0
mlp,23,1.0,0.9999999999999999,1.0,0.0,340.0,198.0
mlp,24,1.0,0.9999999999999999,1.0,0.0,340.0,170.0
mlp,25,1.0,1.0,0.9967320261437909,0.00303951367781155,329.0,153.0
mlp,26,1.0,1.0,1.0,0.0,313.0,153.0
mlp,27,1.0,0.9999999999999998,0.9971751412429379,0.0028011204481792717,357.0,177.0
mlp,28,1.0,1.0,0.9972375690607735,0.002840909090909091,352.0,171.0
mlp,29,1.0,0.9999999999999999,0.9972222222222222,0.002849002849002849,351.0,180.0
mlp,30,1.0,1.0,0.9969879518072289,0.0028089887640449437,356.0,190.0
mlp,31,1.0,1.0,1.0,0.0,388.0,199.0
mlp,32,0.9999656840877115,0.9999616593819493,0.994475138121547,0.005847953216374269,342.0,161.0
mlp,33,1.0,1.0,0.9971264367816092,0.002770083102493075,361.0,187.0
mlp,34,1.0,1.0,0.9969879518072289,0.002881844380403458,347.0,181.0
mlp,35,1.0,1.0,1.0,0.0,326.0,171.0
mlp,36,1.0,1.0,0.9973544973544973,0.002881844380403458,347.0,158.0
mlp,37,0.9999712031330992,0.999968963376785,0.9946293843229856,0.005361930294906166,373.0,179.0
mlp,38,1.0,1.0,1.0,0.0,356.0,179.0
mlp,39,1.0,1.0,0.997191011235955,0.002824858757062147,354.0,178.0
ridge,0,0.9887670322366234,0.9593450116693192,0.9887005649717514,0.011527377521613832,347.0,170.0
ridge,1,0.9933568083638872,0.97454244729839,0.9815950920245399,0.018072289156626505,332.0,169.0
ridge,2,0.9994897411107531,0.9995728543270442,0.985632183908046,0.01288659793814433,388.0,214.0
ridge,3,0.999737739312877,0.9997072147421263,0.9861985313401521,0.014285714285714285,350.0,164.0
ridge,4,0.9942478899294717,0.9781843532995318,0.978494623655914,0.021505376344086023,372.0,186.0
ridge,5,1.0,1.0,1.0,0.0,326.0,176.0
ridge,6,0.9995884773662551,0.9995964643529971,0.9877104377104378,0.012232415902140673,327.0,165.0
ridge,7,0.994415487714073,0.9702938702412276,0.9839572192513368,0.017391304347826087,345.0,158.0
ridge,8,0.9997146525895277,0.9997287512012302,0.9938650306748467,0.005970149253731343,335.0,172.0
ridge,9,0.9848766708006063,0.9586529909911973,0.9791063800468514,0.020527859237536656,341.0,177.0
ridge,10,0.9990372272143774,0.9989882227402801,0.9852553130794466,0.014925373134328358,335.0,164.0
ridge,11,0.9996713769306605,0.9996637583012061,0.9858856391718699,0.014326647564469915,349.0,170.0
ridge,12,0.9996818970503181,0.9996952182170935,0.9917582417582418,0.008064516129032258,372.0,190.0
ridge,13,0.996658759063116,0.9960018941001734,0.9826589595375722,0.017341040462427744,346.0,173.0
ridge,14,0.9940088160427143,0.9726110455317681,0.980614018749612,0.019498607242339833,359.0,177.0
ridge,15,0.9992653109204185,0.999328154151897,0.9862907017750088,0.013550135501355014,369.0,188.0
ridge,16,0.9934314240672623,0.9787039536408151,0.987012987012987,0.012232415902140673,327.0,173.0
ridge,17,0.9988779326759605,0.9988398276348498,0.9882862971778306,0.011661807580174927,343.0,173.0
ridge,18,0.9968519838441434,0.9959805341660636,0.980904015205512,0.01907356948228883,367.0,184.0
ridge,19,0.9950841237969951,0.9860448661735859,0.9791767638302291,0.02318840579710145,345.0,143.0
ridge,20,0.9883197298057979,0.9635118802026446,0.9894736842105263,0.010610079575596816,377.0,187.0
ridge,21,0.9999635196264409,0.9999581064097192,0.9887640449438202,0.012048192771084338,332.0,154.0
ridge,22,0.9897687798523666,0.9548007483927916,0.9923469387755102,0.0078125,384.0,188.0
ridge,23,0.9990041257646892,0.9992908491393924,0.9798691136719306,0.01764705882352941,340.0,198.0
ridge,24,0.9996539792387543,0.9996598186664711,0.9794117647058824,0.020588235294117647,340.0,170.0
ridge,25,0.9935383244206774,0.9689680551104024,0.9792595068330363,0.02127659574468085,329.0,153.0
ridge,26,0.9980392156862745,0.9976233885603568,0.978125,0.022364217252396165,313.0,153.0
ridge,27,0.9995291902071564,0.9995457071371181,0.9916195856873824,0.008403361344537815,357.0,177.0
ridge,28,0.9989337985848599,0.998873964600602,0.9834254143646408,0.017045454545454544,352.0,171.0
ridge,29,0.9996426250812216,0.9996767381416504,0.994298245614035,0.005698005698005698,351.0,180.0
ridge,30,0.9988268864933417,0.9989781550974683,0.9796766011414078,0.019662921348314606,356.0,190.0
ridge,31,0.9997341203371355,0.9997536126252525,0.9789689186674111,0.020618556701030927,388.0,199.0
ridge,32,0.9992793658419409,0.9992196673995022,0.9723756906077348,0.029239766081871343,342.0,161.0
ridge,33,0.9997848669248264,0.9997988737051373,0.9913793103448276,0.008310249307479225,361.0,187.0
ridge,34,0.9941090328163482,0.9931684213871853,0.9759036144578312,0.023054755043227664,347.0,181.0
ridge,35,0.9998490850782871,0.9998649746635865,0.9873986040369741,0.012269938650306749,326.0,171.0
ridge,36,0.9889826535396156,0.9468970066847588,0.9788359788359788,0.023054755043227664,347.0,158.0
ridge,37,0.9968323446409031,0.9947959741615532,0.9871134020618557,0.013404825737265416,373.0,179.0
ridge,38,0.9882271249566013,0.9543520842497422,0.9830508474576272,0.016853932584269662,356.0,179.0
ridge,39,0.9991700715015321,0.9992110179695181,0.9830503064351379,0.01694915254237288,354.0,178.0
tiny_transformer,0,1.0,0.9999999999999999,1.0,0.0,347.0,170.0
tiny_transformer,1,1.0,1.0,1.0,0.0,332.0,169.0
tiny_transformer,2,1.0,1.0,1.0,0.0,388.0,214.0
tiny_transformer,3,1.0,1.0,1.0,0.0,350.0,164.0
tiny_transformer,4,1.0,1.0,1.0,0.0,372.0,186.0
tiny_transformer,5,1.0,1.0,1.0,0.0,326.0,176.0
tiny_transformer,6,1.0,1.0,1.0,0.0,327.0,165.0
tiny_transformer,7,1.0,1.0,1.0,0.0,345.0,158.0
tiny_transformer,8,1.0,1.0,1.0,0.0,335.0,172.0
tiny_transformer,9,0.997588535207386,0.9971873661209025,0.9969512195121951,0.002932551319648094,341.0,177.0
tiny_transformer,10,1.0,1.0,1.0,0.0,335.0,164.0
tiny_transformer,11,1.0,0.9999999999999999,1.0,0.0,349.0,170.0
tiny_transformer,12,1.0,1.0,1.0,0.0,372.0,190.0
tiny_transformer,13,0.9979952554378696,0.9975644617984966,0.9942196531791907,0.005780346820809248,346.0,173.0
tiny_transformer,14,1.0,0.9999999999999998,0.9972527472527473,0.002785515320334262,359.0,177.0
tiny_transformer,15,1.0,1.0,1.0,0.0,369.0,188.0
tiny_transformer,16,1.0,1.0,0.9967532467532467,0.0030581039755351682,327.0,173.0
tiny_transformer,17,1.0,1.0000000000000004,1.0,0.0,343.0,173.0
tiny_transformer,18,1.0,1.0000000000000002,1.0,0.0,367.0,184.0
tiny_transformer,19,1.0,1.0,0.9975247524752475,0.002898550724637681,345.0,143.0
tiny_transformer,20,1.0,1.0,0.9947368421052631,0.005305039787798408,377.0,187.0
tiny_transformer,21,1.0,0.9999999999999999,1.0,0.0,332.0,154.0
tiny_transformer,22,1.0,1.0,1.0,0.0,384.0,188.0
tiny_transformer,23,1.0,0.9999999999999999,1.0,0.0,340.0,198.0
tiny_transformer,24,1.0,0.9999999999999999,1.0,0.0,340.0,170.0
tiny_transformer,25,1.0,1.0,0.9971590909090908,0.00303951367781155,329.0,153.0
tiny_transformer,26,1.0,1.0,1.0,0.0,313.0,153.0
tiny_transformer,27,1.0,0.9999999999999998,1.0,0.0,357.0,177.0
tiny_transformer,28,0.9997092177958709,0.9996866427617808,0.994475138121547,0.005681818181818182,352.0,171.0
tiny_transformer,29,1.0,0.9999999999999999,0.9972222222222222,0.002849002849002849,351.0,180.0
tiny_transformer,30,0.9999048826886494,0.9999168959722107,0.9969879518072289,0.0028089887640449437,356.0,190.0
tiny_transformer,31,1.0,1.0,1.0,0.0,388.0,199.0
tiny_transformer,32,0.9998627363508459,0.9998451967216988,0.994475138121547,0.005847953216374269,342.0,161.0
tiny_transformer,33,1.0,1.0,0.9971264367816092,0.002770083102493075,361.0,187.0
tiny_transformer,34,1.0,1.0,0.9969879518072289,0.002881844380403458,347.0,181.0
tiny_transformer,35,1.0,1.0,1.0,0.0,326.0,171.0
tiny_transformer,36,0.9998995378742214,0.9998798237414448,0.9973544973544973,0.002881844380403458,347.0,158.0
tiny_transformer,37,1.0,1.0000000000000004,0.9974226804123711,0.002680965147453083,373.0,179.0
tiny_transformer,38,1.0,1.0,1.0,0.0,356.0,179.0
tiny_transformer,39,1.0,1.0,0.997191011235955,0.002824858757062147,354.0,178.0
