method,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,heldout_run,table,base_method,fold,heldout_runs,n,pred_mean_ns,target_mean_ns,feature,coefficient,train_pulses,heldout_pulses
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B6_inv_amp,-0.9245529672063777,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B6_peak_sample,0.1994961296766244,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B6_area_over_amp,-0.046518079230138676,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B6_template_sse,0.0,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B8_intercept,-71.69127668627725,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B8_log_amp,88.14189849806738,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B8_log_amp2,-51.04775387875964,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B8_inv_amp,-0.7456886100822666,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B8_peak_sample,0.5449615308507125,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B8_area_over_amp,0.23019409102490984,10227.0,1095.0
s16f_base_timewalk,,,,,,,,,63,timewalk_coefficients,template_phase,,,,,,B8_template_sse,0.0,10227.0,1095.0
template_phase,train,11133.0,-3.8197124389462758,2.773841358619258,3.3152835013333353,0.09790712296775353,1.3139353311298307,135.55782492889122,65,traditional_scan_metrics,,,,,,,,,,
template_phase,heldout,189.0,-3.8197124389462758,2.8878264977653743,2.5530078670377705,0.05291005291005291,0.4883188051803847,3.1783401377123046,65,traditional_scan_metrics,,,,,,,,,,
s16f_base_timewalk,train,11133.0,1.445941701621038,1.6341568938264681,2.5526468777609415,0.015359741309620048,1.658820964959843,19.09936672642203,65,traditional_scan_metrics,,,,,,,,,,
s16f_base_timewalk,heldout,189.0,1.140342555527397,1.5967737652544047,1.661146243783218,0.005291005291005291,1.3292018820464855,1.076869611882239,65,traditional_scan_metrics,,,,,,,,,,
s16f_base_timewalk,,2991.0,,2.1085880571590847,,,,,65,timewalk_train_cv,template_phase,0.0,58 61,,,,,,,
s16f_base_timewalk,,3501.0,,1.5268257447556657,,,,,65,timewalk_train_cv,template_phase,1.0,60 63,,,,,,,
s16f_base_timewalk,,4641.0,,1.5716719128111576,,,,,65,timewalk_train_cv,template_phase,2.0,59 62,,,,,,,
s16f_base_timewalk,,,,,,,,,65,timewalk_calibration,template_phase,,,32.0,-4.329937061186551,-4.699322578092401,,,,
s16f_base_timewalk,,,,,,,,,65,timewalk_calibration,template_phase,,,31.0,-3.6226621401617467,-4.070794352285947,,,,
s16f_base_timewalk,,,,,,,,,65,timewalk_calibration,template_phase,,,32.0,1.4145272002784233,1.88468218712197,,,,
s16f_base_timewalk,,,,,,,,,65,timewalk_calibration,template_phase,,,31.0,2.2999364879513795,2.2822452337768677,,,,
s16f_base_timewalk,,,,,,,,,65,timewalk_calibration,template_phase,,,31.0,2.56343605268668,2.4574408391383353,,,,
s16f_base_timewalk,,,,,,,,,65,timewalk_calibration,template_phase,,,32.0,2.848113792610971,2.1666515366108436,,,,
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,intercept,0.0,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B4_intercept,104.95851431505434,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B4_log_amp,-268.5123783779764,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B4_log_amp2,132.51247224179124,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B4_inv_amp,-0.930731399487326,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B4_peak_sample,0.46278024195914336,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B4_area_over_amp,0.26418763421297187,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B4_template_sse,0.0,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B6_intercept,-27.330395340077356,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B6_log_amp,6.30962889241347,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B6_log_amp2,-6.708632457767887,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B6_inv_amp,-0.7954136854085958,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B6_peak_sample,0.1973078164657055,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B6_area_over_amp,-0.038385904332084296,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B6_template_sse,0.0,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B8_intercept,-77.62811547383167,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B8_log_amp,108.59792910155561,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B8_log_amp2,-60.1609158281301,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B8_inv_amp,-0.48292187328060354,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B8_peak_sample,0.5738194342558727,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B8_area_over_amp,0.2052072401160307,11133.0,189.0
s16f_base_timewalk,,,,,,,,,65,timewalk_coefficients,template_phase,,,,,,B8_template_sse,0.0,11133.0,189.0
