n_pair_residuals,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,run,method,policy,pair_scope,n_accepted_events,acceptance
2124,3.2709884509277356,13.871740294034572,0.16148775894538606,63,mlp,train95_pathology_interaction_veto,all_six_with_b2,354,0.9698630136986301
1062,2.1182585742187503,6.121239244733226,0.05555555555555555,63,mlp,train95_pathology_interaction_veto,downstream_only,354,0.9698630136986301
360,3.7461508178710963,18.343582942678733,0.16944444444444445,65,mlp,train95_pathology_interaction_veto,all_six_with_b2,60,0.9523809523809523
180,2.088053346557613,2.5633565678145542,0.044444444444444446,65,mlp,train95_pathology_interaction_veto,downstream_only,60,0.9523809523809523
420,3.6135190582275385,18.682196002902035,0.17142857142857143,58,cnn1d,train95_pathology_interaction_veto,all_six_with_b2,70,0.9722222222222222
210,1.9408146282959025,2.2971691358228616,0.014285714285714285,58,cnn1d,train95_pathology_interaction_veto,downstream_only,70,0.9722222222222222
4410,3.0007870404052737,10.53575785673618,0.11428571428571428,59,cnn1d,train95_pathology_interaction_veto,all_six_with_b2,735,0.9813084112149533
2205,1.8152627124023442,4.461853971550848,0.02312925170068027,59,cnn1d,train95_pathology_interaction_veto,downstream_only,735,0.9813084112149533
4758,2.6959704589843745,8.468751068921966,0.05086170659941152,60,cnn1d,train95_pathology_interaction_veto,all_six_with_b2,793,0.9887780548628429
2379,1.9124201965331977,5.5719327893776445,0.02437999159310635,60,cnn1d,train95_pathology_interaction_veto,downstream_only,793,0.9887780548628429
5538,3.1029689025878904,7.756475431166252,0.08468761285662695,61,cnn1d,train95_pathology_interaction_veto,all_six_with_b2,923,0.9978378378378379
2769,2.1888627706909176,6.3931162107500095,0.047670639219934995,61,cnn1d,train95_pathology_interaction_veto,downstream_only,923,0.9978378378378379
4734,2.7670590704345708,7.6046809382130585,0.06696239966201943,62,cnn1d,train95_pathology_interaction_veto,all_six_with_b2,789,0.9887218045112782
2367,1.866555480957031,2.2619980945843183,0.01351922264469793,62,cnn1d,train95_pathology_interaction_veto,downstream_only,789,0.9887218045112782
2130,3.039254200134277,13.924557974371979,0.14460093896713616,63,cnn1d,train95_pathology_interaction_veto,all_six_with_b2,355,0.9726027397260274
1065,1.7341002490234374,6.19338633074473,0.03380281690140845,63,cnn1d,train95_pathology_interaction_veto,downstream_only,355,0.9726027397260274
360,3.5036476434326156,18.31619641797336,0.15555555555555556,65,cnn1d,train95_pathology_interaction_veto,all_six_with_b2,60,0.9523809523809523
180,2.0571298541259826,2.353019832861181,0.011111111111111112,65,cnn1d,train95_pathology_interaction_veto,downstream_only,60,0.9523809523809523
420,3.7109450634765624,18.73140589603195,0.16904761904761906,58,gated_mixer,train95_pathology_interaction_veto,all_six_with_b2,70,0.9722222222222222
210,1.857856903076167,2.4093351853481777,0.01904761904761905,58,gated_mixer,train95_pathology_interaction_veto,downstream_only,70,0.9722222222222222
4392,2.9783997351074216,10.233338980852988,0.11429872495446267,59,gated_mixer,train95_pathology_interaction_veto,all_six_with_b2,732,0.9773030707610146
2196,1.8386096405029286,3.7240295764435527,0.023679417122040074,59,gated_mixer,train95_pathology_interaction_veto,downstream_only,732,0.9773030707610146
4764,2.694834594726563,9.00285137874399,0.0556255247691016,60,gated_mixer,train95_pathology_interaction_veto,all_six_with_b2,794,0.9900249376558603
2382,1.9137421771240202,6.624392444502908,0.027707808564231738,60,gated_mixer,train95_pathology_interaction_veto,downstream_only,794,0.9900249376558603
5538,3.0951655273437493,7.71675657958123,0.0929938605994944,61,gated_mixer,train95_pathology_interaction_veto,all_six_with_b2,923,0.9978378378378379
2769,2.1622564855957025,6.371131903784731,0.05922715781870711,61,gated_mixer,train95_pathology_interaction_veto,downstream_only,923,0.9978378378378379
4740,2.7820246124267576,7.602625942650023,0.07383966244725738,62,gated_mixer,train95_pathology_interaction_veto,all_six_with_b2,790,0.9899749373433584
2370,1.8708585766601595,2.3004831606503777,0.020253164556962026,62,gated_mixer,train95_pathology_interaction_veto,downstream_only,790,0.9899749373433584
2130,3.1021845056152353,13.942646823888186,0.14835680751173708,63,gated_mixer,train95_pathology_interaction_veto,all_six_with_b2,355,0.9726027397260274
1065,1.7214934133911135,6.25883437093275,0.030985915492957747,63,gated_mixer,train95_pathology_interaction_veto,downstream_only,355,0.9726027397260274
360,3.4843821337890617,18.355637230416207,0.15833333333333333,65,gated_mixer,train95_pathology_interaction_veto,all_six_with_b2,60,0.9523809523809523
180,2.0454440307617188,2.4046540710701323,0.011111111111111112,65,gated_mixer,train95_pathology_interaction_veto,downstream_only,60,0.9523809523809523
